material_id,material_name,material_type,strength,weight_capacity,biodegradability_score,co2_emission_score,recyclability_percent,cost_per_kg,thickness_mm,water_resistance,temperature_tolerance,strength_scaled,weight_capacity_scaled,cost_scaled,biodegradability_normalized,recyclability_normalized,co2_normalized,material_type_encoded,co2_impact_index,cost_efficiency_index,material_suitability_score,eco_score,sustainability_rating,strength_weight_ratio,value_for_money,environmental_impact,durability_index
91,Kraft Paper Grade Standard,Kraft Paper,202.6,14.22,96.28,0.734,91.39,1.71,2.05,2.0,33.0,-1.0510281658616651,-0.2499851378341382,-1.137850083038763,0.9627360385697068,0.9136303663858724,0.9551718798389596,9,8.95347653466355,3.822351961961254,74.68240959671859,79.5835,4,14.148044692737429,66.77777777777777,0.7682499999999999,2.6722451713003186
98,Kraft Paper Grade Premium,Kraft Paper,352.88,3.47,99.85,1.087,91.25,1.89,2.67,5.0,19.0,-0.7977884890289949,-1.0560528627284187,-1.057207982482162,0.9985938127762152,0.912209479346392,0.9278414369773924,9,9.635040211747944,1.3134049331707585,76.5194943469208,80.2545,5,98.84593837535013,91.08359788359789,0.7697500000000003,12.748828049888274
161,Biodegradable Plastic Grade Economy,Biodegradable Plastic,1084.65,12.54,70.65,1.743,60.42,4.79,2.33,7.0,28.0,0.4353310100117507,-0.3759566520501747,0.2420258598186395,0.7053033346725593,0.5993098548665381,0.8770517187983896,2,42.022294614679836,2.289780784273727,56.685662185171616,58.26,3,85.810917721519,95.78643006263049,3.3285,36.06768467745678
162,Biodegradable Plastic Grade A,Biodegradable Plastic,885.29,7.39,80.2,1.608,60.61,3.4,2.85,8.0,-7.0,0.0993856947777794,-0.762119329557667,-0.3807103611462273,0.8012253917235839,0.6012382015629757,0.8875038711675441,2,41.6227221826326,2.1848528446642925,58.40930503056565,61.8715,4,118.19626168224299,111.88029411764707,2.77875,32.87281937712591
164,Biodegradable Plastic Grade Standard,Biodegradable Plastic,655.96,16.34,78.97,2.689,73.1,5.97,2.14,7.0,-19.0,-0.287062635592438,-0.0910210841805685,0.7706796301341378,0.7888710325431901,0.7280016238709022,0.8038092288634252,2,30.55838338593099,1.1491467774677193,62.44640027485474,64.19099999999999,4,39.900243309002434,48.739865996649925,3.0685000000000002,24.660084738457865
165,Biodegradable Plastic Grade C,Biodegradable Plastic,645.46,13.25,82.54,1.854,75.52,3.92,3.41,8.0,-17.0,-0.3047563846391711,-0.322718690685064,-0.1477442928716008,0.8247288067496988,0.7525626712676342,0.8684577268504181,2,26.81970884658456,2.1482181465328036,64.98919231580348,67.53999999999999,4,48.34906367041199,73.19413265306123,2.412,26.623391262258234
170,Biodegradable Plastic Grade Premium,Biodegradable Plastic,1059.75,20.72,78.78,2.802,64.12,2.89,2.08,5.0,6.0,0.3933715479866407,0.2374046493112404,-0.6091963127232647,0.7869626355966253,0.6368618694813762,0.7950603902136885,2,39.87274763310597,10.241744834451866,60.426084436488125,60.812,4,50.90057636887608,157.0069204152249,3.3589999999999995,31.37922117533169
171,Biodegradable Plastic Grade B,Biodegradable Plastic,1142.95,3.87,71.83,2.178,78.68,3.61,3.03,8.0,-19.0,0.5335734451950397,-1.0260596450579338,-0.2866279104968589,0.7171554841301728,0.7846341215873339,0.8433725611644471,2,24.09752621398758,1.3001879729425048,66.4627309923602,64.4115,4,287.89672544080605,132.93351800554018,3.0305,39.74233673922701
241,Mushroom Packaging Grade Standard,Mushroom Packaging,288.89,7.79,98.66,0.419,2.56,7.41,5.75,4.0,8.0,-0.9056192510766564,-0.7321261118871824,1.4158164345869495,0.986641221374046,0.012077539835583,0.9795602353669868,10,98.9030845973735,0.13477342768018394,31.25932389404916,49.7985,3,36.61470215462611,19.904318488529015,2.7125000000000004,9.6751692448464
242,Mushroom Packaging Grade B,Mushroom Packaging,578.87,19.7,96.28,0.462,3.96,5.83,6.25,3.0,33.0,-0.4169684559745952,0.1609219442515041,0.7079579963678924,0.9627360385697068,0.0262864102303866,0.9762310312790338,10,97.54352030947777,1.2849742658183239,33.10977255608079,49.391000000000005,3,29.235858585858583,45.68473413379074,2.818,15.476372027026128
245,Mushroom Packaging Grade A,Mushroom Packaging,442.88,6.26,98.32,0.286,1.95,7.31,6.22,5.0,34.0,-0.6461277829141403,-0.8468501694767868,1.3710152676110596,0.9832261952591402,0.0058865320207043,0.989857541034376,10,99.32098137025348,0.17732978925100262,31.89580843347619,49.66549999999999,3,69.63522012578616,28.526128590971275,2.6782500000000002,15.841980678570716
247,Mushroom Packaging Grade Economy,Mushroom Packaging,342.2,18.05,99.4,0.548,4.78,5.26,9.89,4.0,57.0,-0.8157855594879576,0.0371999213607542,0.4525913446053209,0.9940739252711934,0.0346087486044859,0.969572623103128,10,96.84006922528759,0.8465467028599174,32.89669690089565,50.641,3,18.853994490358122,32.72148288973384,2.6845,11.91258279902133
253,Mushroom Packaging Grade C,Mushroom Packaging,576.33,9.17,99.99,0.592,13.12,3.65,7.81,5.0,19.0,-0.4212486581249476,-0.6286495109240096,-0.268707443706503,1.0,0.1192530193849588,0.9661659956642924,10,88.41698055583835,1.5238952739546119,38.77798782320728,53.7005,3,62.171521035598715,72.13150684931509,2.4685000000000006,19.69764681700339
259,Mushroom Packaging Grade Premium,Mushroom Packaging,403.17,17.86,96.08,0.344,1.37,6.82,5.86,4.0,11.0,-0.7130438566899278,0.0229531429672738,1.1514895494292006,0.960727199678586,0.0,0.9853669866831836,10,100.0,0.5792864793452492,30.652350962393136,48.5915,3,22.448218262806236,28.658357771261,2.83375,12.728008115795964
321,Cornstarch Packaging Grade Premium,Cornstarch Packaging,309.04,8.97,93.32,0.605,24.78,2.78,2.93,7.0,79.0,-0.8716641040964972,-0.6436461197592519,-0.6584775963967434,0.9330052229811168,0.2375926113873946,0.9651594921028184,4,76.56673114119923,1.375477946973035,40.92667067398232,55.427499999999995,3,34.07276736493936,55.504676258992816,2.5170000000000003,15.616144068639473
322,Cornstarch Packaging Grade C,Cornstarch Packaging,529.03,16.07,96.76,0.728,26.6,4.12,1.87,5.0,65.0,-0.500954784783088,-0.1112665061081458,-0.0581419589198213,0.967557251908397,0.2560641429006394,0.9556364199442552,4,74.90176117275783,1.9306252432643993,44.252024774606326,57.084,3,32.71675943104514,59.577912621359225,2.3609999999999998,17.261581917157873
326,Cornstarch Packaging Grade Economy,Cornstarch Packaging,581.57,8.21,96.74,0.556,16.9,5.21,1.87,5.0,26.0,-0.4124186347911495,-0.7006332333331731,0.4301907611173762,0.9673563680192848,0.1576169694509286,0.9689532362960668,4,84.51389595846483,0.6616513893679279,39.75763262511948,53.93999999999999,3,69.98435619735258,50.69347408829175,2.5185000000000004,18.65505877984577
328,Cornstarch Packaging Grade Standard,Cornstarch Packaging,381.15,14.18,93.54,0.969,29.25,4.17,3.79,6.0,61.0,-0.7501501761193623,-0.2529844596011868,-0.0357413754318766,0.93521494576135,0.2829595047193748,0.9369773923815424,4,72.57202483966202,1.18851491327354,43.574997838438485,56.522999999999996,3,26.691176470588236,44.31079136690647,2.57625,15.71056313280333
332,Cornstarch Packaging Grade B,Cornstarch Packaging,697.63,13.71,93.55,0.819,17.9,5.34,3.42,5.0,85.0,-0.2168437286612605,-0.2882264903640064,0.4884322781860328,0.935315387705906,0.167766162590074,0.9485908950139362,4,83.89748549323016,1.2845819036930337,39.954997859202116,52.778999999999996,3,50.516292541636496,58.28277153558052,2.7845,22.041547040452993
336,Cornstarch Packaging Grade A,Cornstarch Packaging,373.33,8.37,99.2,0.996,10.9,4.66,2.12,5.0,73.0,-0.7633278063617863,-0.6886359462649793,0.1837843427499829,0.9920650863800724,0.096721810616056,0.9348869619077114,4,91.29390206657844,0.5366592203568104,35.9544766303567,52.041,3,44.07674144037781,38.970600858369096,2.7655,13.181803112381226
401,Recycled Paper Grade A,Recycled Paper,491.13,16.85,92.78,1.133,95.94,0.61,3.42,2.0,33.0,-0.5648207932470101,-0.0527797316507002,-1.6306629197735498,0.9275813579750904,0.959809195168984,0.9242799628367916,11,4.930774712409658,86.8275630520245,77.64076920794571,79.35249999999999,4,28.975221238938047,375.96885245901643,1.0290000000000001,10.597213841940892
402,Recycled Paper Grade B,Recycled Paper,282.1,10.89,87.64,0.891,99.44,1.57,4.15,3.0,34.0,-0.9170612087935436,-0.4996786749409246,-1.2005717168050083,0.8759541984732825,0.995331371155993,0.9430164137503873,11,0.998167565916734,4.841912320029447,76.6056596211992,79.1415,4,25.6687898089172,90.7,1.0775,7.187651259473402
403,Recycled Paper Grade C,Recycled Paper,548.37,10.29,87.01,0.96,98.68,1.07,4.33,3.0,-14.0,-0.4683645841579625,-0.544668501446652,-1.424577551684457,0.8696263559662516,0.9876179843702426,0.937674202539486,11,1.877226916420644,19.221972538649666,77.72818056019457,78.5515,4,52.77863330125121,232.27850467289718,1.1624999999999996,14.285524841364037
406,Recycled Paper Grade Premium,Recycled Paper,548.36,12.63,88.13,1.058,96.16,0.52,4.82,3.0,33.0,-0.4683814353475308,-0.3692081780743155,-1.6709839700518505,0.8808758537565288,0.962042017659596,0.9300867141529884,11,4.592283416471556,100.0,76.75535179080671,77.91449999999999,4,43.07619795758052,479.9461538461538,1.2185000000000004,14.382728737476544
407,Recycled Paper Grade Standard,Recycled Paper,538.28,3.66,93.37,1.034,97.82,1.31,5.32,3.0,67.0,-0.4853674344323946,-1.0418060843349384,-1.3170547509423218,0.9335074327038972,0.9788896782705774,0.9319448745741716,11,2.8657233024534374,4.45797600571138,79.10883028917888,80.36549999999998,5,143.15957446808508,186.58091603053433,0.903,14.214843154286317
408,Recycled Paper Grade Economy,Recycled Paper,453.05,19.84,92.57,0.91,98.54,1.01,2.14,4.0,71.0,-0.6289901231231617,0.1714195704361738,-1.451458251869991,0.9254720771394134,0.9861970973307624,0.9415453700836172,11,1.9433981472055377,34.38532838469838,78.72844756874672,80.5235,5,22.72066198595787,212.81485148514852,0.8630000000000003,13.310966270380659
481,Bamboo Fiber Grade Standard,Bamboo Fiber,718.38,19.03,86.19,0.506,76.41,3.99,5.39,5.0,28.0,-0.1818775103070024,0.1106833046534421,-0.1163834759884779,0.8613901165126557,0.7615954531614736,0.9728244038401982,1,23.855237707421367,3.3281854724785203,67.51919688405178,71.151,4,37.55253528489283,79.92932330827068,1.5332500000000002,22.98374851641393
482,Bamboo Fiber Grade Premium,Bamboo Fiber,1427.88,25.67,88.23,0.578,81.69,2.57,6.91,6.0,70.0,1.0137143895651008,0.6085707179834907,-0.7525600470461118,0.8818802732020893,0.8151831929361616,0.9672499225766492,1,18.590043774814223,21.64669969292189,75.35401378276993,73.60499999999999,4,55.40861466821886,235.53385214007784,1.3352499999999998,44.092774687203686
484,Bamboo Fiber Grade Economy,Bamboo Fiber,716.61,7.8,89.64,0.368,72.28,6.5,7.66,4.0,5.0,-0.1848601708605945,-0.7313762814454201,1.0081258151063532,0.8960425873844918,0.719679285496803,0.9835088262620006,1,27.848925990023428,0.4913661355798761,66.51183275900303,71.11999999999999,4,90.71012658227849,48.59630769230769,1.395,21.399179137630366
485,Bamboo Fiber Grade B,Bamboo Fiber,405.95,5.04,83.78,0.372,70.28,4.59,7.66,4.0,66.0,-0.7083592259899356,-0.9383294833717656,0.15242352586686,0.8371836078746485,0.6993808992185121,0.9831991328584702,1,29.891071973938722,0.35396368116427773,61.73505410519496,68.363,4,78.97859922178989,41.18213507625273,1.7399999999999998,13.159789678882353
490,Bamboo Fiber Grade A,Bamboo Fiber,540.23,29.01,88.63,0.375,82.77,6.96,6.36,6.0,69.0,-0.4820814524665727,0.8590140855320392,1.214211183195446,0.8858979509843311,0.8261443215264386,0.9829668628058222,1,17.18059655909601,1.2381561472603921,70.35821762816884,74.4275,4,18.558227413260045,36.11839080459771,1.1867500000000004,20.440931725203388
493,Bamboo Fiber Grade C,Bamboo Fiber,1012.24,15.28,81.35,0.347,82.47,6.63,5.9,4.0,16.0,0.3133115463475659,-0.1705031110073535,1.0663673321750098,0.8127762153475291,0.823099563584695,0.9851347166305358,1,17.44324544436527,1.348842041236899,71.08483455742444,71.81649999999999,4,65.81534460338102,65.44268476621417,1.5442500000000003,28.88984663532625
561,Hemp Packaging Grade Premium,Hemp Packaging,832.37,7.32,94.83,0.525,76.1,5.92,4.98,3.0,68.0,0.010209199582245,-0.767368142650002,0.748279046646193,0.94817195660908,0.7584492032883385,0.9713533601734284,7,24.19983711697039,0.6536542201222936,70.68442826378632,74.038,4,112.17924528301887,61.4177364864865,1.1185000000000003,21.947127976289142
562,Hemp Packaging Grade A,Hemp Packaging,751.08,22.84,86.96,0.81,84.73,4.77,4.29,4.0,-14.0,-0.1267741204186051,0.3963687029648102,0.2330656264234614,0.8691241462434712,0.8460367400791637,0.94928770517188,7,15.849536801384506,2.9190876858767556,72.04300921724038,73.8765,4,32.74106364428945,69.88930817610064,1.4387500000000002,21.64305084970527
563,Hemp Packaging Grade Economy,Hemp Packaging,1234.28,19.86,92.46,0.556,87.68,4.02,2.01,5.0,89.0,0.6874753595224803,0.172919231319698,-0.1029431258957113,0.9243672157492968,0.8759768598396428,0.9689532362960668,7,12.458515728392545,5.898347891320306,78.40188069183321,77.21499999999999,4,61.837675350701396,131.19601990049753,0.9630000000000002,35.9942181584304
564,Hemp Packaging Grade C,Hemp Packaging,892.22,15.49,93.62,0.453,83.31,5.21,3.41,4.0,39.0,0.1110635691486233,-0.1547566717303488,0.4301907611173762,0.9360184813177984,0.8316248858215772,0.9769278414369774,7,16.749974549526627,1.9630753964563585,74.37329049080813,76.246,4,57.230275817831945,74.78330134357006,0.9627499999999998,25.211348853245987
565,Hemp Packaging Grade Standard,Hemp Packaging,1065.21,21.59,93.76,0.761,78.48,6.12,3.54,3.0,66.0,0.402572297490942,0.3026398977445451,0.8378813805979726,0.9374246685415832,0.7826042829595048,0.9530814493651284,7,22.137330754352032,2.372621498420515,72.9792344849983,74.14250000000001,4,49.11065006915629,75.27598039215687,1.2304999999999997,27.836119270374027
580,Hemp Packaging Grade B,Hemp Packaging,1086.47,12.22,91.28,0.496,77.19,7.21,6.59,5.0,42.0,0.4383979265131842,-0.3999512261865625,1.3262141006351702,0.9125150662916834,0.769511823810007,0.9735986373490244,7,23.04591265397537,0.9721059071006997,71.82302295162162,73.22049999999999,4,88.1875,64.58224687933426,1.2542499999999999,32.985008321343074
641,Seaweed Packaging Grade Premium,Seaweed Packaging,492.11,8.68,97.49,0.281,9.55,7.26,2.24,7.0,31.0,-0.5631693766693149,-0.6653912025703534,1.3486146841231148,0.9748895138609884,0.0830203998782096,0.9902446577887892,13,91.57640232108317,0.29120124775360273,35.801197454540194,52.0425,3,56.0489749430524,31.50068870523416,2.5272500000000004,20.334312444883533
642,Seaweed Packaging Grade B,Seaweed Packaging,496.6,6.5,96.85,0.332,8.41,6.31,1.37,6.0,4.0,-0.5556031925531405,-0.8288542388744959,0.9230035978521628,0.9684612294094014,0.0714503196995838,0.9862960668937752,13,92.81482235569581,0.29131253061888096,35.043617770321,51.34299999999999,3,75.24242424242425,36.39381933438986,2.6132500000000007,18.29117407188844
644,Seaweed Packaging Grade Economy,Seaweed Packaging,232.6,2.29,95.93,0.155,15.26,9.07,0.7,5.0,33.0,-1.0004745971567135,-1.144532854856349,2.1595158063867186,0.9592205705102452,0.1409722927027301,1.0,13,85.5711086226204,0.0,36.584434700123296,53.684,3,97.32217573221756,13.506725468577727,2.3994999999999997,9.166871108694643
646,Seaweed Packaging Grade A,Seaweed Packaging,453.47,3.2,99.83,0.387,9.95,6.09,2.74,6.0,17.0,-0.6282823731612924,-1.076298284655996,0.8244410305052055,0.9983929288871034,0.0870800771338678,0.9820377825952308,13,91.3310597577115,0.1275098923515028,36.414747229875736,52.8425,3,137.4151515151515,34.85993431855501,2.45325,17.419786894050404
652,Seaweed Packaging Grade Standard,Seaweed Packaging,181.35,7.44,96.36,0.328,19.45,4.04,1.77,6.0,13.0,-1.0868369436943393,-0.7583701773488564,-0.0939828925005331,0.9635395741261552,0.1834974119557495,0.9866057602973056,13,81.56978519800468,0.29754505358048783,38.42996313372927,55.0415,3,24.051724137931032,25.663366336633665,2.35975,10.00961430077511
665,Seaweed Packaging Grade C,Seaweed Packaging,302.87,5.18,98.95,0.281,18.08,9.99,0.69,6.0,10.0,-0.882061288060149,-0.927831857187096,2.571686542564904,0.9895540377661712,0.1695930173551202,0.9902446577887892,13,82.89270080423495,0.03610480023318718,39.31929267876737,55.538999999999994,3,57.36174242424243,15.253953953953953,2.241,13.01776324950105
721,Glass Grade A,Glass,1200.66,38.55,4.37,0.952,99.33,3.58,3.02,10.0,-25.0,0.6308216601937982,1.5743523269731026,-0.3000682605896257,0.0395741261550823,0.9942149599106872,0.9382935893465468,6,1.2032983813499005,14.078176415929974,57.48385063940242,49.867,3,31.064941785252266,137.7486033519553,5.27425,45.24927561216573
722,Glass Grade C,Glass,1567.18,14.68,2.27,1.824,97.91,1.78,3.53,10.0,-18.0,1.248451460251759,-0.2154929375130807,-1.1064892661556402,0.0184813177983125,0.9798031056531006,0.8707804273768969,6,3.9804540364450873,28.33119299239819,58.17390736294135,47.327,3,106.03382949932342,355.0320224719101,5.850750000000001,55.07164311715522
724,Glass Grade Premium,Glass,1375.64,12.22,2.77,1.505,99.67,4.04,9.34,10.0,29.0,0.925683775260212,-0.3999512261865625,-0.0939828925005331,0.0235034150261149,0.9976656855779966,0.8954784763084547,6,1.701618650106896,3.9968861528519737,58.09541784826081,48.59649999999999,3,111.65909090909092,137.315099009901,5.622250000000001,51.14728445732244
726,Glass Grade Standard,Glass,1089.91,27.89,1.05,1.627,99.39,2.52,2.66,10.0,-6.0,0.4441947357246855,0.7750330760546815,-0.7749606305340565,0.0062274005624748,0.9948239114990358,0.8860328275007743,6,2.172961417082363,18.667991071233956,55.544498425890055,47.713499999999996,3,38.93926402286531,176.44682539682543,5.776250000000001,42.24033099716875
727,Glass Grade Economy,Glass,1560.41,48.62,1.89,1.11,96.22,3.1,8.08,10.0,25.0,1.237043204914008,2.3294315818275586,-0.5151138620738963,0.0146645239051828,0.9626509692479448,0.926060699907092,6,4.610607757304292,30.805007821035158,57.43610469076265,47.6735,3,32.02811986863711,206.2312903225807,5.555,55.797158145301914
731,Glass Grade B,Glass,2460.03,25.05,4.62,1.454,96.35,3.96,7.27,10.0,23.0,2.7530099208589576,0.5620812305942391,-0.1298238260812449,0.0420851747689835,0.9639703643560336,0.8994270672034685,6,5.003563066273045,15.321065295233598,64.00490313908328,48.15849999999999,3,97.81431411530815,250.73560606060607,5.587250000000001,79.4959454172938
801,Aluminum Grade C,Aluminum,3267.17,53.18,0.43,11.149,97.56,7.76,2.73,10.0,16.0,4.1131368356761095,2.6713542632710863,1.5726205190025633,0.0,0.9762508880543996,0.1488076803964076,0,18.576300519189655,11.242640310666289,64.87492487020259,32.573,2,61.32075825825826,170.4833762886598,10.614,100.0
802,Aluminum Grade B,Aluminum,1226.24,47.34,1.32,13.071,91.9,8.35,2.44,10.0,92.0,0.6739270031095533,2.233453285282008,1.8369474041603124,0.0089393330654881,0.9188064548868364,1.1102230246251563e-16,0,27.27323628219485,3.226172148176504,48.359226475777064,28.020500000000002,2,25.848229342327148,60.49029940119762,11.672,45.81234210997434
803,Aluminum Grade Standard,Aluminum,3162.49,35.84,0.89,9.676,94.18,4.51,1.94,10.0,33.0,3.936738583274965,1.371148277255568,0.1165825922861482,0.0046203294495781,0.9419466152440882,0.2628522762465159,0,19.767891682785297,21.73634544830822,63.19332976042914,33.7605,2,87.9936004451864,282.930155210643,9.939000000000002,97.06651106970699
805,Aluminum Grade Economy,Aluminum,1830.0,63.39,0.76,8.912,93.46,7.85,1.61,10.0,-27.0,1.6913344244862707,3.436931144310212,1.612941569280864,0.0033145841703495,0.9346391961839032,0.3220037163208423,0,19.334215616410475,7.326280763140936,54.468950435151065,34.608999999999995,2,28.823436761694754,95.70000000000002,9.5815,61.660290285577865
807,Aluminum Grade A,Aluminum,1582.97,71.19,1.55,12.859,90.16,5.24,2.08,10.0,120.0,1.2750594885801316,4.021798888884666,0.4436311112101432,0.0112494977902772,0.9011468588247232,0.0164137503871167,0,28.72085920798128,16.002608565643463,49.937379538389635,27.809999999999995,2,22.20465703464722,125.00190839694658,11.598,55.201999774561216
816,Aluminum Grade Premium,Aluminum,1718.51,51.26,1.52,8.605,90.01,5.7,4.27,10.0,68.0,1.5034605119891025,2.527386818452759,0.6497164792992358,0.010948171956609,0.8996244798538516,0.3457726850418086,0,22.377583223047953,10.563064998201057,52.35288839515273,34.128,2,33.46008566978193,123.37508771929824,9.476250000000002,59.23244727053314
881,Recycled Plastic Grade B,Recycled Plastic,1399.83,29.34,13.25,2.168,87.2,3.11,1.85,8.0,-40.0,0.9664468028259708,0.883758490110189,-0.5106337453763075,0.1287665729208517,0.871105247132853,0.8441467946732735,12,15.408734602463609,16.557672033824232,54.85151360361426,46.905499999999996,3,47.54857336956521,184.1508038585209,5.7415,46.32064024612609
882,Recycled Plastic Grade Premium,Recycled Plastic,1749.81,37.53,11.28,3.185,83.81,4.45,5.92,5.0,100.0,1.5562047353379351,1.4978696219133665,0.0897018921006146,0.1089795098433105,0.8366994823911499,0.7654072468256427,12,20.412806678204216,12.925520394598648,54.42441942552466,43.50399999999999,3,46.50039861812383,160.57685393258427,6.43325,50.444976362081185
884,Recycled Plastic Grade C,Recycled Plastic,1171.93,20.6,13.96,2.378,81.85,1.94,1.15,9.0,40.0,0.5824081925640229,0.2284066840100952,-1.0348073989942168,0.135897950984331,0.8168070638384248,0.8278878909879219,12,21.175811870100794,25.025006698997,50.81199897746243,44.966499999999996,3,56.614975845410626,246.97938144329902,5.94475,42.126152887273975
888,Recycled Plastic Grade Standard,Recycled Plastic,1145.47,14.61,13.88,2.122,93.71,4.0,2.49,5.0,-4.0,0.5378199449662555,-0.2207417506054156,-0.111903359290889,0.1350944154278827,0.9371764944686896,0.8477082688138743,12,8.711188028097334,4.059425012519018,56.69810592136585,49.473499999999994,3,77.87015635622026,116.68375,5.52425,33.73426072657592
889,Recycled Plastic Grade Economy,Recycled Plastic,1950.3,23.43,8.03,3.088,81.0,4.47,1.2,9.0,24.0,1.8940542349931255,0.4406086990287753,0.0986621254957923,0.0763358778625954,0.8081802496701512,0.7729173118612573,12,23.12531813091724,8.905836359646187,53.36484663935401,41.5285,3,82.88567785805354,176.6348993288591,6.6175,62.780190562071894
892,Recycled Plastic Grade A,Recycled Plastic,1989.16,32.43,14.22,2.585,94.41,1.93,3.55,9.0,13.0,1.959537957655607,1.1154560966146845,-1.039287515691806,0.1385094415427882,0.9442809296660916,0.8118612573552183,12,8.705588923953995,67.6062761918984,62.43048698285509,49.143,3,61.14847832769751,419.51243523316066,5.72125,64.27829753940206
961,Wood Fiber Grade Economy,Wood Fiber,301.88,10.36,85.21,0.573,71.71,3.12,6.53,5.0,11.0,-0.8837295558274124,-0.5394196883543171,-0.5061536286787184,0.8515468059461632,0.71389424540749,0.9676370393310624,14,28.742237605619476,1.2293921131802779,62.13600868528323,69.0625,4,28.860420650095605,47.89198717948718,1.7332500000000004,12.164013340671142
962,Wood Fiber Grade Standard,Wood Fiber,330.04,12.22,79.71,0.88,71.59,3.81,2.67,4.0,79.0,-0.8362766060030312,-0.3999512261865625,-0.1970255765450794,0.7963037364403375,0.7126763422307927,0.943868070610096,14,29.33319759747532,1.0597277783205608,60.49030724768904,66.63499999999999,4,26.78896103896104,41.88845144356955,2.16475,10.153895117924371
963,Wood Fiber Grade B,Wood Fiber,915.4,19.51,80.06,0.658,71.83,3.43,6.1,4.0,58.0,0.1501246265679824,0.1466751658580239,-0.3672700110534602,0.7998192044997992,0.7151121485841876,0.961056054506039,14,28.749872747633116,5.90297501322566,64.5851616028359,67.1745,4,46.6802651708312,115.46093294460641,2.0302499999999997,26.361219225949323
