durability_score,cushioning_score,water_resistance_score,weight_capacity_kg,recyclability_score,biodegradability_score,Performance_Score,Cost_Efficiency_Index,CO2_Impact_Index,inv_cost
1.6292365588538342,0.6715224896647745,-1.4859568700854713,0.2161746202996989,-0.4262171823265954,-0.4198020294832695,0.3127741912924131,2.290846276360917,0.2077874420769083,-0.6025766800482856
-0.1714985851425087,-0.3239108479559503,-0.0603434261963645,-0.9825162471195332,1.3484629820160388,2.1931713502911,-0.9646029083973964,-0.6940974286775085,-1.129186767784367,5.261774466985885
-0.1714985851425087,-1.319344185576675,-0.5355479074927335,-1.192587546732928,-0.1947371608905996,-0.3844915784052375,-1.311172166374859,-0.7658062825497608,0.6922661023851683,-11.96773481710792
-0.7717436331412898,0.6715224896647745,0.8900655363963734,1.2934633362658254,-0.1175771537452677,-0.4551124805613016,1.268036754626102,1.1992569122764087,-0.953756109405865,-0.9263625504258124
-1.3719886811400708,-0.8216275167663127,-1.0107523887891023,-1.255567502435563,1.1169829605800432,2.405034056759292,-1.464778386558916,-0.9211331407366908,-1.1846534281250836,0.7785240836241379
-0.7717436331412898,-1.319344185576675,-1.0107523887891023,-1.0185639849230153,0.5768629105627197,2.54627586107142,-1.246214312068168,-0.892158032633768,-1.2260940364256192,0.6200353281606398
1.6292365588538342,-0.8216275167663127,0.8900655363963734,-1.192587546732928,-0.1175771537452677,-0.4904229316393336,-0.9672776435747308,-0.4999128686206268,-0.1331617472809971,-1.6133466487974215
-0.1714985851425087,-1.319344185576675,-0.5355479074927335,-0.90254827704974,-0.3490571751812635,-0.3491811273272055,-1.043698648641426,-0.6231458610713952,0.7862994054613243,-3.1909256785495335
-0.1714985851425087,1.169239158475137,0.4148610551000044,0.3819113458329491,-0.0404171465999357,-0.4551124805613016,0.5038267039591505,-0.3340381784914484,-0.5477431559368541,2.0141357458459157
0.4287464628562722,0.6715224896647745,-1.0107523887891023,1.8321076942488883,-0.6576972037625912,-0.4904229316393336,1.7265627850262733,2.752654504075046,2.2011930311866648,-0.6888960652694086
1.0289915108550531,0.1738058208544121,-1.4859568700854713,-0.9854166398163652,-0.6576972037625912,-0.3491811273272055,-0.9099618897747096,-0.7429784294800985,-0.2029769117323994,1.5136478681677172
1.6292365588538342,1.169239158475137,-1.4859568700854713,-1.151153365349615,-0.4262171823265954,-0.4904229316393336,-0.8908566385080358,-0.705284939938552,1.9173354901249973,2.4453685128608087
0.4287464628562722,1.169239158475137,-1.0107523887891023,0.671950615516137,-0.5033771894719273,-0.4904229316393336,0.7139844678925624,0.8178834287754856,-0.0506529165657039,-0.9358505841266501
-1.3719886811400708,-0.3239108479559503,-1.4859568700854713,-1.2360934371854062,2.274383067760022,1.945998192744876,-1.427714199101569,-0.8133718522489357,-1.0268493504692515,-34.67838059549823
-1.3719886811400708,-0.8216275167663127,0.4148610551000044,-0.529640644599927,-0.0404171465999357,-0.4551124805613016,-0.680698874574624,0.7165245762833982,-0.9660595322382594,-0.6317400342819953
-0.1714985851425087,-0.8216275167663127,1.3652700176927424,-0.9439824584330526,-0.6576972037625912,-0.3844915784052375,-0.8717513872413618,-0.2433742954863083,1.6484178196455226,-0.9758293224439898
-0.1714985851425087,-0.8216275167663127,1.3652700176927424,0.1747404389163863,-0.1175771537452677,-0.3491811273272055,0.1599321811590226,0.2439172427933685,0.155924748484438,-1.1331531651019453
-1.3719886811400708,-0.3239108479559503,-1.4859568700854713,-1.151153365349615,-0.3490571751812635,-0.5257333827173656,-1.3493826689082065,-0.8424299656327087,1.4019099550393377,2.059534776490919
0.4287464628562722,1.6669558272854992,-1.4859568700854713,0.5062138899828869,-0.0404171465999357,-0.3491811273272055,0.5802477090258461,0.3606865001362081,-0.7398272062793361,-1.2935773038618537
-0.1714985851425087,1.6669558272854992,-0.0603434261963645,1.6249367873323255,-0.1947371608905996,-0.4198020294832695,1.6692470312262515,3.9081800404765175,-0.4950142009408786,-0.6106306429259782
-0.1714985851425087,1.169239158475137,0.4148610551000044,1.1277266107325752,-0.1947371608905996,-0.3491811273272055,1.191615749559407,-0.2428562591501659,0.2118313168209603,1.2286882567740933
1.6292365588538342,0.6715224896647745,1.3652700176927424,1.2934633362658254,-0.2718971680359315,-0.3491811273272055,1.5355102723595353,-0.248277238101635,-1.0556987557314177,0.875499089899442
1.0289915108550531,0.6715224896647745,0.4148610551000044,-0.1152988307668015,-0.5033771894719273,-0.5257333827173656,0.1026164273590014,-0.6202873324034798,1.0030154104947837,0.6509564411001614
0.4287464628562722,-1.319344185576675,0.8900655363963734,1.7492393314822634,-0.4262171823265954,-0.3844915784052375,1.5737207748928828,-0.1066791138997578,0.8685565752550464,1.4651064194620476
0.4287464628562722,1.169239158475137,1.3652700176927424,0.9619898851993248,-0.3490571751812635,-0.4551124805613016,1.172510498292733,-0.1388718889985117,0.4767051125563828,2.15676251053176
1.6292365588538342,0.1738058208544121,0.4148610551000044,-0.529640644599927,-0.4262171823265954,-0.5257333827173656,-0.2794885979744742,-0.645598366624635,-0.8329588670514485,0.9103916361273089
0.4287464628562722,0.6715224896647745,0.4148610551000044,-0.1152988307668015,-0.3490571751812635,-0.4551124805613016,0.04530067355898,-0.5249324527916422,0.0733286068371709,1.2286882567740933
-1.3719886811400708,1.6669558272854992,-0.0603434261963645,-0.3224697376833643,-0.1175771537452677,-0.4904229316393336,-0.2412780954411267,1.2329340532972572,1.0097383522567704,-0.6317400342819953
-0.1714985851425087,-0.8216275167663127,0.4148610551000044,-0.7368115515164898,-0.0404171465999357,-0.4198020294832695,-0.757119879641319,-0.6417569651267064,0.5798239185297153,3.9105903837324996
-0.7717436331412898,-0.8216275167663127,-0.5355479074927335,-1.0272651630135108,6.286703439317283,2.051929545978972,-1.158712261266802,-0.2841517659000969,-1.3340521339470142,-0.8112198739483318
-1.3719886811400708,-0.3239108479559503,0.4148610551000044,-1.0268508211996776,-0.1947371608905996,-0.5257333827173656,-1.0819091511747734,-0.5807678085716929,-0.02271341833407,-1.878727927726195
1.6292365588538342,-0.8216275167663127,1.3652700176927424,-0.4882064632166145,-0.0404171465999357,-0.5257333827173656,-0.2794885979744745,-0.5535726094986129,-0.5533456074051765,1.9290886230542446
0.4287464628562722,1.6669558272854992,0.4148610551000044,0.1747404389163863,-0.5033771894719273,-0.3844915784052375,0.4274056988924557,0.3813799902848369,0.0157033917344262,-1.1473825315184316
-0.7717436331412898,1.169239158475137,-1.0107523887891023,1.2520291548825129,-0.3490571751812635,-0.3844915784052375,1.1342999957593856,1.1116054041009105,0.0685265055786088,-0.9263625504258124
-0.1714985851425087,-0.8216275167663127,-1.4859568700854713,0.5890822527495119,-0.1175771537452677,-0.4904229316393336,0.3127741912924131,-0.49099313729695,-0.9399147587194217,1.0224521616636713
1.6292365588538342,-0.3239108479559503,-0.5355479074927335,-0.1152988307668015,-0.3490571751812635,-0.3844915784052375,-0.0311203315077155,-0.1689052252541637,-0.9063000499094872,-2.305336334115587
1.6292365588538342,1.6669558272854992,-0.5355479074927335,-1.0268508211996776,-0.5805371966172592,-0.5257333827173656,-0.6424883720412765,0.0685388620916453,-0.3983444501149236,-0.8334177433498533
