biodegradability_score,co2_emission_score,recyclability_percent,industry_category,material_type_Bamboo,material_type_Cardboard,material_type_Cellulose Film,material_type_Compostable Film,material_type_Cotton Fiber,material_type_Glass,material_type_Jute,material_type_Molded Pulp,material_type_PLA Bioplastic,material_type_Paper,material_type_Plastic (HDPE),material_type_Plastic (PET),material_type_Recycled Paper,material_type_Starch-based Bioplastic,strength_Low,strength_Medium,weight_capacity_Low,weight_capacity_Medium,co2_impact_index,cost_efficiency_index,material_suitability_score
0.08421052631578949,0.4698795180722892,0.2352941176470588,Food,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,0.5301204819277108,0.15975232198142414,0.23382595397068148
0.9157894736842105,0.9518072289156628,0.8117647058823529,Electronics,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,0.04819277108433717,0.8637770897832817,0.7006602260434928
0.5052631578947369,0.42168674698795183,0.2235294117647059,Cosmetics,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,0.5783132530120482,0.36439628482972136,0.40717967846618675
0.7789473684210526,0.5662650602409639,0.388235294117647,Clothing,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,0.4337349397590361,0.5835913312693498,0.5536200529672871
0.9157894736842105,0.9638554216867471,0.8117647058823529,Pharmaceuticals,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0.036144578313252906,0.8637770897832817,0.6982505874892759
0.21052631578947367,0.6506024096385543,0.3529411764705882,Cosmetics,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.3493975903614457,0.28173374613003094,0.2952665149763139
0.8526315789473684,0.08433734939759038,0.21176470588235294,Pharmaceuticals,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,0.9156626506024096,0.5321981424148606,0.6088910440523705
0.37894736842105264,0.9759036144578314,0.788235294117647,Cosmetics,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0.02409638554216864,0.5835913312693498,0.4716923421239136
0.6000000000000001,0.9036144578313253,0.6823529411764706,Pharmaceuticals,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.09638554216867468,0.6411764705882353,0.5322182849043232
0.7684210526315789,0.012048192771084348,0.3764705882352941,Electronics,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0.9879518072289156,0.5724458204334365,0.6555470177925323
0.5368421052631578,0.2530120481927711,0.6588235294117647,Pharmaceuticals,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,0.7469879518072289,0.5978328173374612,0.6276638442314149
0.14736842105263157,0.19277108433734944,0.14117647058823526,Pharmaceuticals,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.8072289156626505,0.14427244582043341,0.27686373978887685
0.11578947368421053,0.7349397590361446,0.6705882352941176,Electronics,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.2650602409638554,0.3931888544891641,0.3675631317841024
0.894736842105263,0.5180722891566266,0.21176470588235294,E-commerce,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0.4819277108433734,0.553250773993808,0.5389861613637211
0.16842105263157894,0.3373493975903614,0.05882352941176469,Pharmaceuticals,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.6626506024096386,0.11362229102167182,0.22342795329926518
0.7789473684210526,0.49397590361445787,0.16470588235294117,E-commerce,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0.5060240963855421,0.4718266253869969,0.478666119586706
0.18947368421052632,0.012048192771084348,0.3999999999999999,E-commerce,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.9879518072289156,0.29473684210526313,0.4333798351299936
0.4842105263157895,0.6626506024096386,0.5764705882352941,Cosmetics,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.3373493975903614,0.5303405572755417,0.4917423253385057
0.7578947368421052,0.6144578313253013,0.6117647058823529,Food,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,0.3855421686746987,0.684829721362229,0.6249722108247229
0.45263157894736844,0.3493975903614458,0.3647058823529412,Clothing,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.6506024096385542,0.40866873065015485,0.4570554664478347
0.46315789473684205,0.746987951807229,0.3411764705882353,Electronics,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.253012048192771,0.4021671826625387,0.37233615576858514
0.5894736842105264,0.3975903614457832,0.16470588235294117,Cosmetics,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.6024096385542168,0.37708978328173376,0.4221537543362304
0.3368421052631579,0.9638554216867471,0.976470588235294,Pharmaceuticals,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.036144578313252906,0.6566563467492259,0.5325539930620313
0.7789473684210526,0.9518072289156628,0.9882352941176471,Pharmaceuticals,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0.04819277108433717,0.8835913312693499,0.7165116192323474
0.42105263157894735,0.855421686746988,0.3647058823529412,Electronics,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0.14457831325301196,0.3928792569659443,0.34321906822335785
0.7789473684210526,0.24096385542168677,0.8352941176470587,Electronics,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,0.7590361445783133,0.8071207430340557,0.7975038233429073
0.2210526315789474,0.7951807228915664,0.6588235294117647,Cosmetics,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,0.20481927710843362,0.43993808049535604,0.3929143198179716
0.6947368421052631,0.746987951807229,0.43529411764705883,Electronics,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.253012048192771,0.565015479876161,0.502614793539483
0.5368421052631578,0.40963855421686746,0.17647058823529413,Cosmetics,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.5903614457831325,0.35665634674922597,0.40339736655600733
0.06315789473684211,0.2650602409638554,0.2941176470588235,Food,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.7349397590361446,0.17863777089783278,0.28989816852549516
0.6842105263157894,0.855421686746988,0.776470588235294,Food,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.14457831325301196,0.7303405572755417,0.6131881084710358
0.09473684210526315,0.6626506024096386,0.8235294117647058,Clothing,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.3373493975903614,0.4591331269349845,0.43477638106605987
0.3157894736842105,0.04819277108433735,0.8117647058823529,Pharmaceuticals,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0.9518072289156626,0.5637770897832817,0.641383117609758
0.6421052631578947,0.6506024096385543,0.3058823529411765,Food,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.3493975903614457,0.4739938080495356,0.4490745645119177
0.4105263157894737,0.060240963855421686,0.45882352941176463,Food,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.9397590361445783,0.43467492260061913,0.535691745309411
0.8105263157894738,0.2530120481927711,0.6941176470588235,E-commerce,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.7469879518072289,0.7523219814241486,0.7512551755007646
0.8,0.49397590361445787,0.5411764705882353,Pharmaceuticals,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.5060240963855421,0.6705882352941177,0.6376754075124026
0.8631578947368421,0.5662650602409639,0.3647058823529412,E-commerce,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.4337349397590361,0.6139318885448917,0.5778924987877206
0.14736842105263157,0.28915662650602414,0.8352941176470587,Pharmaceuticals,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.7108433734939759,0.49133126934984517,0.5352336901786714
0.16842105263157894,0.08433734939759038,0.3411764705882353,Cosmetics,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.9156626506024096,0.2547987616099071,0.3869715394084076
0.5052631578947369,0.1566265060240964,0.3411764705882353,Food,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.8433734939759037,0.4232198142414861,0.5072505501883696
0.8842105263157896,0.8915662650602411,0.3058823529411765,Food,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.10843373493975894,0.595046439628483,0.49772389869073824
0.6210526315789473,0.04819277108433735,0.21176470588235294,E-commerce,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,0.9518072289156626,0.41640866873065013,0.5234883807676527
0.8526315789473684,0.16867469879518074,0.07058823529411765,E-commerce,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.8313253012048193,0.461609907120743,0.5355529859375583
0.4947368421052632,0.060240963855421686,0.3058823529411765,Electronics,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.9397590361445783,0.4003095975232198,0.5081994852474916
0.3368421052631579,0.19277108433734944,0.8588235294117647,Cosmetics,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0.8072289156626505,0.5978328173374613,0.6397120370024991
0.29473684210526313,0.21686746987951808,0.7294117647058823,Pharmaceuticals,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7831325301204819,0.5120743034055727,0.5662859487485545
0.34736842105263155,0.9156626506024097,0.5764705882352941,Cosmetics,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0843373493975903,0.4619195046439628,0.3864030735946883
0.4947368421052632,0.7590361445783134,0.43529411764705883,Cosmetics,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.24096385542168663,0.465015479876161,0.42020515498526617
0.3263157894736842,0.674698795180723,0.5294117647058824,Clothing,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0.32530120481927705,0.4278637770897833,0.4073512626356821
0.7473684210526315,0.5783132530120483,0.12941176470588237,Food,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0.4216867469879517,0.4383900928792569,0.43504942370099586
0.021052631578947364,0.45783132530120485,0.9058823529411764,E-commerce,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.5421686746987951,0.46346749226006184,0.47920772874780854
0.3157894736842105,0.7228915662650603,0.48235294117647054,Cosmetics,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0.27710843373493965,0.3990712074303405,0.3746786526912604
0.09473684210526315,0.32530120481927716,0.3411764705882353,Electronics,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.6746987951807228,0.2179566563467492,0.30930508411354396
0.18947368421052632,0.08433734939759038,0.07058823529411765,Cosmetics,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.9156626506024096,0.13003095975232198,0.2871572979223395
0.2421052631578947,0.9879518072289158,0.3176470588235294,Food,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0.012048192771084154,0.27987616099071205,0.22631056734678648
0.3368421052631579,0.28915662650602414,0.047058823529411764,Cosmetics,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,0.7108433734939759,0.19195046439628483,0.2957290462158231
0.9684210526315791,0.21686746987951808,0.19999999999999998,Pharmaceuticals,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,0.7831325301204819,0.5842105263157895,0.623994927076728
0.3684210526315789,0.5783132530120483,0.3647058823529412,Cosmetics,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,0.4216867469879517,0.3665634674922601,0.3775881233913984
0.021052631578947364,0.3855421686746988,0.19999999999999998,Cosmetics,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.6144578313253012,0.11052631578947367,0.2113126188966392
0.7263157894736842,0.6987951807228916,0.8235294117647058,Clothing,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.3012048192771084,0.774922600619195,0.6801790443507777
0.6526315789473685,0.42168674698795183,0.9294117647058824,Cosmetics,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.5783132530120482,0.7910216718266254,0.7484799880637101
0.9263157894736842,0.22891566265060245,0.8823529411764706,E-commerce,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0.7710843373493975,0.9043343653250774,0.8776843597299414
0.3263157894736842,0.710843373493976,0.6470588235294117,Pharmaceuticals,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,0.28915662650602403,0.48668730650154796,0.4471811705024432
0.17894736842105263,0.2650602409638554,0.4117647058823529,Food,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.7349397590361446,0.2953560371517028,0.3832727815285911
0.5578947368421052,0.37349397590361444,0.5764705882352941,Pharmaceuticals,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.6265060240963856,0.5671826625386996,0.5790473348502369
0.8,0.1566265060240964,0.03529411764705884,Clothing,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.8433734939759037,0.4176470588235294,0.5027923458540043
0.15789473684210525,0.08433734939759038,0.8588235294117647,Electronics,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,0.9156626506024096,0.5083591331269349,0.5898198366220299
0.2736842105263158,0.4698795180722892,0.48235294117647054,Pharmaceuticals,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,0.5301204819277108,0.3780185758513932,0.4084389570666567
0.16842105263157894,0.27710843373493976,0.6823529411764706,Food,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0.7228915662650602,0.42538699690402476,0.48488791077623183
0.8842105263157896,0.13253012048192772,0.45882352941176463,Electronics,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.8674698795180723,0.6715170278637771,0.7107075981946361
0.3894736842105263,0.6867469879518073,0.7411764705882352,Electronics,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.31325301204819267,0.5653250773993808,0.5149106643291431
0.3684210526315789,0.012048192771084348,0.9294117647058824,Cosmetics,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.9879518072289156,0.6489164086687307,0.7167234883807677
0.5578947368421052,0.7951807228915664,0.6823529411764706,Cosmetics,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.20481927710843362,0.6201238390092879,0.537062926629117
0.7157894736842105,0.22891566265060245,0.16470588235294117,Cosmetics,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.7710843373493975,0.44024767801857584,0.5064150098847402
0.5684210526315789,0.4698795180722892,0.8941176470588235,Cosmetics,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5301204819277108,0.7312693498452012,0.6910395762617032
0.7578947368421052,0.6626506024096386,0.11764705882352941,Electronics,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.3373493975903614,0.4377708978328173,0.41768659778432615
0.9052631578947368,0.6265060240963856,0.3176470588235294,E-commerce,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.37349397590361444,0.6114551083591331,0.5638628818680294
0.45263157894736844,0.5421686746987953,0.6235294117647059,Electronics,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.45783132530120474,0.5380804953560372,0.5220306613450707
0.08421052631578949,0.4819277108433736,0.5647058823529412,Clothing,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,0.5180722891566264,0.32445820433436534,0.3631810212988176
0.8631578947368421,0.3493975903614458,0.5411764705882353,Pharmaceuticals,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.6506024096385542,0.7021671826625386,0.6918542280577419
0.9368421052631579,0.9277108433734941,0.7647058823529411,Cosmetics,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,0.07228915662650592,0.8507739938080495,0.695077026371741
0.5052631578947369,0.819277108433735,0.3294117647058823,Food,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,0.18072289156626498,0.4173374613003096,0.3700145473535007
0.9894736842105263,0.2530120481927711,0.11764705882352941,E-commerce,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.7469879518072289,0.5535603715170279,0.592245887575068
0.0736842105263158,0.3012048192771084,0.21176470588235294,E-commerce,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,0.6987951807228916,0.14272445820433438,0.2539386027080458
0.17894736842105263,0.8433734939759037,0.9529411764705882,Cosmetics,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,0.15662650602409633,0.5659442724458204,0.4840807191614756
0.14736842105263157,0.7590361445783134,0.4117647058823529,Cosmetics,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.24096385542168663,0.27956656346749226,0.2718460218583311
0.8526315789473684,0.0,0.07058823529411765,Electronics,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,1.0,0.461609907120743,0.5692879256965945
0.2631578947368421,0.9518072289156628,0.8470588235294118,E-commerce,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,0.04819277108433717,0.555108359133127,0.453725241523369
0.2631578947368421,0.18072289156626506,0.8235294117647058,E-commerce,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.8192771084337349,0.5433436532507739,0.5985303442873662
0.39999999999999997,0.5783132530120483,0.7294117647058823,Pharmaceuticals,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.4216867469879517,0.5647058823529412,0.5361020552799434
0.8210526315789473,0.4698795180722892,0.5647058823529412,E-commerce,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.5301204819277108,0.6928792569659442,0.6603275019582975
0.6421052631578947,0.20481927710843376,0.5647058823529412,Pharmaceuticals,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0.7951807228915663,0.603405572755418,0.6417606027826477
0.6631578947368422,0.12048192771084337,0.788235294117647,Pharmaceuticals,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.8795180722891567,0.7256965944272447,0.756460889999627
0.894736842105263,0.24096385542168677,0.0823529411764706,Cosmetics,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0.7590361445783133,0.48854489164086684,0.5426431422283562
0.4842105263157895,0.49397590361445787,0.588235294117647,Clothing,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,0.5060240963855421,0.5362229102167182,0.530183147450483
0.0,0.1566265060240964,0.15294117647058822,Food,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0.8433734939759037,0.07647058823529411,0.22985116938341604
0.5789473684210527,0.3614457831325302,0.388235294117647,Electronics,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,0.6385542168674698,0.48359133126934983,0.5145839083889738
0.894736842105263,0.3975903614457832,0.3999999999999999,Clothing,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.6024096385542168,0.6473684210526315,0.6383766645529485
0.2,0.04819277108433735,0.43529411764705883,Food,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,0.9518072289156626,0.3176470588235294,0.4444790928419561
0.8105263157894738,0.9156626506024097,0.3176470588235294,Electronics,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0843373493975903,0.5640866873065016,0.4681368197247193
0.04210526315789474,0.710843373493976,0.7999999999999999,Electronics,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.28915662650602403,0.42105263157894735,0.3946734305643627
0.5368421052631578,0.3975903614457832,0.45882352941176463,Clothing,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,0.6024096385542168,0.4978328173374612,0.5187481815808124
0.2,0.5421686746987953,0.9647058823529411,Food,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0.45783132530120474,0.5823529411764705,0.5574486180014174
0.9473684210526316,0.9638554216867471,0.023529411764705882,Cosmetics,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,0.036144578313252906,0.4854489164086688,0.39558804878958564
0.18947368421052632,0.9638554216867471,0.3176470588235294,Clothing,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.036144578313252906,0.25356037151702787,0.21007721287627287
0.06315789473684211,0.6024096385542169,0.2235294117647059,Food,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0.3975903614457831,0.143343653250774,0.19419299488977582
