id,strength,weight_capacity,biodegradability,co2_emission,recyclability,material_type_Bamboo Fiber,material_type_Biodegradable Polymer,material_type_Cork Material,material_type_Glass (Recycled),material_type_Mycelium Packaging,material_type_PLA Bioplastic,material_type_Paper Pulp Composite,material_type_Recycled PET,material_type_Sugarcane Bioplastic,co2_impact_index,cost_efficiency_index,material_suitability_score,rank
11,0.959025231830925,0.25963488843813387,0.22499999999999998,1.62,0.9518054956121422,False,False,False,False,False,False,False,False,True,0.4677966101694917,0.06638738705887012,0.6145665596225326,113.0
12,0.5404356264826395,0.766734279918864,0.04999999999999999,0.46,0.7931232916127176,False,False,False,False,False,False,False,False,True,0.8610169491525426,0.012664715410439842,0.523987802231339,222.0
13,0.8851987635683989,0.5415821501014199,0.45000000000000007,2.68,0.3753416774564811,False,False,False,False,False,False,False,False,False,0.1084745762711865,0.029485528035437514,0.45848667045119257,312.0
14,0.16282078930342891,0.9290060851926976,0.35,2.26,0.7262264422385267,False,False,True,False,False,False,False,False,False,0.25084745762711913,0.003087351816507334,0.35366235018034237,412.0
15,0.6910358708935374,0.6490872210953346,0.35,2.3,0.35419364120270463,False,False,True,False,False,False,False,False,False,0.2372881355932206,0.01922895887278925,0.4079197298622304,361.0
16,0.4272158723312486,0.9675456389452332,0.6625,1.88,0.1106315638037692,False,False,False,False,False,False,False,True,False,0.3796610169491528,0.007718061605641572,0.4225955350808541,345.0
17,0.06088706778808137,0.35496957403651114,0.9375,1.17,0.7633434038267877,False,False,True,False,False,False,False,False,False,0.6203389830508477,0.0051939195078205755,0.6042251934750897,121.0
18,0.5737905254834302,0.0,0.6124999999999999,1.01,0.5258236225003596,False,False,True,False,False,False,False,False,False,0.6745762711864409,0.9490658803052243,0.6010064236675396,124.0
19,0.7100136582560562,0.4705882352941176,0.7625000000000002,1.43,0.26600489138253486,False,False,False,False,False,False,False,False,False,0.5322033898305087,0.0275656382191767,0.5925052402981483,134.0
20,0.691754726475451,1.0,0.17500000000000004,0.45,0.9342540641634298,False,False,False,False,False,True,False,False,False,0.8644067796610169,0.01208146347358736,0.6283911893668029,100.0
21,0.46366185033426777,0.22920892494929002,0.5125,0.67,0.044741763774996446,False,False,False,True,False,False,False,False,False,0.7898305084745765,0.03837131931769854,0.47607144245721034,293.0
22,0.12148659334339729,0.01825557809330628,0.025000000000000022,0.13,0.24298662063012516,True,False,False,False,False,False,False,False,False,0.9728813559322034,0.1139146945660928,0.3296893114449252,433.0
23,0.28696714829990655,0.23123732251521292,0.9624999999999999,0.87,0.23032657171629983,False,False,False,False,False,False,False,True,False,0.7220338983050847,0.025106216032164747,0.5870655759945077,140.0
24,0.570124362015671,0.41784989858012167,0.36250000000000004,2.45,0.2868651992519062,False,False,False,False,False,False,False,False,True,0.18644067796610164,0.025325027040677305,0.3552642998458244,410.0
25,0.6132556969304865,0.42596348884381335,0.75,1.31,0.42655732988059275,False,False,False,False,False,False,False,True,False,0.5728813559322035,0.026583609517801775,0.606845729191791,118.0
26,0.04126231040184025,0.10547667342799186,0.22499999999999998,2.15,0.5587685225147463,False,False,False,False,False,True,False,False,False,0.2881355932203391,0.016255886556275006,0.26160318040849406,468.0
27,0.06886636474732225,0.969574036511156,0.5625,0.65,0.24917278089483524,False,False,False,False,False,False,False,False,True,0.7966101694915255,0.0011958630497738202,0.434953689738679,326.0
28,0.15908274027747824,0.9411764705882352,0.375,0.2,0.7413321824197958,False,False,False,False,False,False,False,False,True,0.9491525423728815,0.0029599049503528656,0.5378252571465492,193.0
29,0.4933505858672991,0.6206896551724137,0.825,0.51,0.013810962451445807,False,False,False,False,False,False,False,False,True,0.8440677966101697,0.014590327890159285,0.5846167881096562,142.0
30,0.036374092444827824,0.8154158215010141,0.7625000000000002,1.39,0.5307150050352469,False,False,False,False,False,False,True,False,False,0.5457627118644068,0.0009843171242123459,0.4804272020843581,285.0
31,0.5798289123715045,0.3793103448275862,0.55,2.25,0.6691123579341101,True,False,False,False,False,False,False,False,False,0.25423728813559343,0.02839998703417981,0.5073390217135965,247.0
32,0.12953777586082954,0.7647058823529411,0.21250000000000002,0.27,0.09120989785642347,False,False,True,False,False,False,False,False,False,0.9254237288135592,0.003278088715049555,0.34573235573988187,419.0
33,0.06340306232477894,0.25963488843813387,0.8,0.62,0.639044741763775,False,False,False,False,False,False,True,False,False,0.8067796610169493,0.007679955461743267,0.585354629188187,141.0
34,0.841420458629861,0.6247464503042596,0.32500000000000007,2.2,0.5215076967342829,False,True,False,False,False,False,False,False,False,0.27118644067796627,0.024224983638066706,0.47995326417381345,287.0
35,0.9343684853712887,0.012170385395537523,0.23750000000000004,1.87,0.9507984462667243,False,False,False,False,False,False,False,False,False,0.3830508474576271,0.7377524250426013,0.5907645224605738,135.0
36,0.0044569046078642705,0.9290060851926976,0.30000000000000004,0.54,0.01942166594734568,False,False,False,False,True,False,False,False,False,0.8338983050847455,8.949276600530003e-05,0.30347313561262157,450.0
37,0.9285457551577886,0.9208924949290059,0.4,2.89,0.170335203567832,False,False,False,False,False,False,True,False,False,0.03728813559322042,0.0177479469616349,0.39552551340131864,375.0
38,0.07540795054273594,0.6937119675456389,0.012500000000000011,1.41,0.9631707667961447,False,False,True,False,False,False,False,False,False,0.5389830508474578,0.002384721514006554,0.3499819037067774,415.0
39,0.011501689310617486,0.17444219066937117,0.3374999999999999,0.44,0.8102431304848223,False,False,False,False,False,False,False,True,False,0.8677966101694916,0.006880750798585879,0.4831232009669917,279.0
40,0.27970670692257915,0.35496957403651114,0.9000000000000001,0.76,0.019133937562940573,True,False,False,False,False,False,False,False,False,0.7593220338983055,0.01581284971768979,0.5335839727178093,202.0
41,0.45920494572640347,0.5456389452332656,0.8,0.89,0.48885052510430144,False,False,False,True,False,False,False,False,False,0.7152542372881356,0.015654320544553086,0.6313849007744952,99.0
42,0.012004888217957005,0.5943204868154158,0.4375,2.43,0.3126168896561646,False,False,False,True,False,False,False,False,False,0.19322033898305113,0.0011462804415626076,0.24507968473148495,475.0
43,0.8166918266120334,0.5436105476673427,0.1875,1.79,0.043590850237375856,False,False,False,False,True,False,False,False,False,0.4101694915254237,0.02717659566679901,0.37168349958183944,397.0
44,0.419308460930199,0.6795131845841784,0.9125000000000001,0.05,0.9787080995540212,False,False,False,False,True,False,False,False,False,1.0,0.011321223230619647,0.8243187351433541,4.0
45,0.25274962260081946,0.08113590263691682,0.16250000000000003,0.67,0.4154797870809956,False,False,False,False,False,False,False,True,False,0.7898305084745765,0.061251047630513575,0.3924909901850481,376.0
46,0.2838041837394867,0.5862068965517241,0.75,2.58,0.7555747374478492,True,False,False,False,False,False,False,False,False,0.14237288135593218,0.00927393816948309,0.4826592137634246,281.0
47,0.8664366328804541,0.3225152129817444,0.675,1.38,0.37994533160696303,False,False,False,False,False,False,False,False,True,0.5491525423728816,0.04871825600562001,0.6323863601347266,96.0
48,0.6223132772625978,0.4300202839756592,0.9750000000000001,2.05,0.19507984462667244,False,False,False,False,False,True,False,False,False,0.3220338983050848,0.02669160760754557,0.5676027628172551,160.0
49,0.34195960031629635,0.7991886409736307,0.875,2.72,0.6624946050927925,False,False,False,False,False,False,True,False,False,0.09491525423728797,0.007742837769686416,0.5042176346569546,250.0
50,0.2971030120048882,0.5415821501014199,0.8625,0.6,0.07926916990361105,False,False,False,False,False,False,False,True,False,0.8135593220338984,0.01056390269609687,0.5522694174904188,173.0
51,0.518726187908849,0.7728194726166328,0.5750000000000001,1.42,0.3402388145590563,False,False,False,False,False,False,False,False,False,0.535593220338983,0.012062770802044322,0.5041276149737692,253.0
52,0.7742074617209401,0.7058823529411764,0.23750000000000004,0.18,0.27837721191195514,False,False,True,False,False,False,False,False,False,0.9559322033898305,0.019659104807347703,0.5594603586600837,168.0
53,0.8769319243763927,0.689655172413793,0.5750000000000001,0.52,0.46525679758308164,False,True,False,False,False,False,False,False,False,0.840677966101695,0.022754348323571722,0.6949538321361383,53.0
54,0.8488246711235712,0.8397565922920892,0.1375,1.64,0.4655445259674868,False,False,False,False,True,False,False,False,False,0.4610169491525422,0.017906585004470513,0.4618193102625257,308.0
55,0.44008338724750184,0.48073022312373226,0.3374999999999999,0.08,0.5041001294777729,False,False,True,False,False,False,False,False,False,0.9898305084745767,0.017212103067226817,0.5595484998260742,167.0
56,0.0521889152469269,0.15618661257606486,0.6000000000000001,0.99,0.8919579916558769,False,True,False,False,False,False,False,False,False,0.6813559322033895,0.012087028009117226,0.5417778101937545,189.0
57,0.21529724678312126,0.19878296146044622,0.675,0.51,0.5091353762048627,False,True,False,False,False,False,False,False,False,0.8440677966101697,0.023134664084983787,0.5691683360892954,154.0
58,0.7527136798217237,0.22109533468559833,0.525,2.37,0.01755143144871235,False,False,False,False,False,False,False,False,False,0.21355932203389827,0.06183304727345065,0.40257853675364796,367.0
59,0.3918481777010998,0.0791075050709939,0.35,0.05,0.6240828657747086,False,False,False,False,False,True,False,False,False,1.0,0.08979465276021971,0.5777786175802166,148.0
60,0.8281216303644596,0.8559837728194726,0.10000000000000003,1.97,0.7036397640627248,True,False,False,False,False,False,False,False,False,0.3491525423728814,0.017120393608327754,0.4650464959968802,304.0
61,0.8011645460426999,0.03245436105476673,0.7749999999999999,2.21,0.25665371888936844,False,False,False,False,False,False,False,False,False,0.26779661016949197,0.34858092709673755,0.5510710328309216,174.0
62,0.22428294155704118,0.6734279918864097,0.7749999999999999,1.56,0.6147316932815421,False,False,False,False,False,False,False,False,False,0.4881355932203393,0.00636621360169988,0.5335509723506535,203.0
63,0.9932427575300119,0.3002028397565923,0.1375,2.71,0.5404977701050209,False,False,False,False,False,False,False,False,True,0.09830508474576316,0.05953239455603542,0.42223651458994793,346.0
64,0.9686578966285672,0.20283975659229206,0.9875,1.99,0.8099554021004172,False,False,False,False,False,False,False,False,False,0.3423728813559319,0.08509795984247362,0.7859987749162083,16.0
65,0.5337502695708431,0.5780933062880325,0.9125000000000001,0.98,0.7263703064307294,True,False,False,False,False,False,False,False,False,0.6847457627118647,0.016965414422858954,0.7236480693568228,39.0
66,0.18625548127381206,0.4421906693711968,0.5875,2.97,0.20040281973816726,False,False,False,False,False,False,False,True,False,0.01016949152542379,0.008839582565150734,0.26543680714744244,464.0
67,0.22320465818417076,0.6470588235294117,0.9249999999999998,0.64,0.881168177240685,False,False,False,False,False,False,True,False,False,0.7999999999999998,0.006648668938067795,0.7095347999941796,46.0
68,0.20969017324419523,0.7991886409736307,0.30000000000000004,0.13,0.5927204718745505,False,False,False,True,False,False,False,False,False,0.9728813559322034,0.004838330117670283,0.5041869766690097,251.0
69,0.16318021709438574,0.5030425963488844,0.7874999999999999,2.72,0.2162278808804488,False,False,False,False,False,False,False,True,False,0.09491525423728797,0.006829411875989851,0.34401944400900814,421.0
70,0.8054776795341814,0.030425963488843806,0.7125,1.42,0.9493598043446987,False,True,False,False,False,False,False,False,False,0.535593220338983,0.3670518573230682,0.7388896858372309,32.0
71,0.5053554740852562,0.6957403651115618,0.4624999999999999,1.12,0.8168608833261402,False,False,False,False,False,False,True,False,False,0.6372881355932205,0.013194701214795435,0.5877830790848472,138.0
72,0.6976493422471424,0.766734279918864,0.3374999999999999,2.55,0.4268450582649978,False,False,False,False,False,False,True,False,False,0.15254237288135597,0.016260819483673132,0.39916694043512413,370.0
73,0.6568902307526416,0.010141987829614603,0.7375,1.83,0.6799021723493022,False,True,False,False,False,False,False,False,False,0.3966101694915256,0.5833810960803737,0.6206055345309023,104.0
74,0.45791100567895904,0.11156186612576063,0.025000000000000022,2.28,0.39274924471299094,False,False,False,False,False,False,False,True,False,0.24406779661016964,0.07538114567358131,0.2615445495148804,469.0
75,0.8379699518366758,0.9837728194726165,0.5875,2.03,0.08200258955545964,False,False,False,False,False,False,True,False,False,0.32881355932203427,0.01491718449935975,0.4843463957007694,277.0
76,0.4013370713823592,0.9066937119675456,0.03750000000000003,2.33,0.12156524241116379,False,False,False,False,True,False,False,False,False,0.2271186440677968,0.00782169143085528,0.19267697734477177,489.0
77,0.0068291280281791295,0.539553752535497,0.0,2.86,0.906919867644943,False,False,False,False,False,False,True,False,False,0.04745762711864421,0.0012342521123840234,0.19495566231569444,488.0
78,0.5102436920422686,0.7160243407707909,0.07500000000000001,1.87,0.838872104733132,False,False,True,False,False,False,False,False,False,0.3830508474576271,0.012907102149445215,0.41359805582160036,355.0
79,0.9079864855150599,0.9918864097363083,0.7125,2.21,0.9108042008344124,False,False,False,False,False,False,False,False,False,0.26779661016949197,0.016027556793556125,0.6898566140880205,56.0
80,0.5737905254834302,0.6389452332657201,0.48749999999999993,2.67,0.87584520212919,False,False,False,False,False,False,True,False,False,0.11186440677966081,0.016342435612680742,0.49283277349161075,266.0
81,0.2623822873984616,0.8194726166328599,0.3125,2.95,0.2635592001150913,False,True,False,False,False,False,False,False,False,0.016949152542372836,0.005814443353375016,0.21629470000822687,483.0
82,0.3129178348069872,0.9127789046653142,0.36250000000000004,1.33,0.5110056107034959,False,True,False,False,False,False,False,False,False,0.5661016949152544,0.006057708230045592,0.4307060045712596,334.0
83,0.30393214003306734,0.4847870182555781,0.6499999999999999,0.47,0.3031218529707956,False,True,False,False,False,False,False,False,False,0.8576271186440678,0.012178751591333102,0.5460141852634429,182.0
84,0.8614046438070591,0.5578093306288032,0.6875,1.39,0.6278233347719753,False,False,False,False,False,False,False,True,False,0.5457627118644068,0.02786178321623426,0.6836065058722615,59.0
85,0.5768816044856587,0.3103448275862069,0.5125,2.75,0.42454323118975695,True,False,False,False,False,False,False,False,False,0.08474576271186463,0.03461456699826377,0.4040654880373322,365.0
86,0.9514772482208324,0.056795131845841784,0.8875,1.74,0.37663645518630423,False,False,False,False,True,False,False,False,False,0.42711864406779654,0.263881877809364,0.6862262641094181,57.0
87,0.08446553087484723,0.22718052738336708,0.3125,0.57,0.6065314343259962,True,False,False,False,False,False,False,False,False,0.8237288135593221,0.010482187668055757,0.44210487297374157,322.0
88,0.955646610595931,0.16632860040567948,0.4375,0.52,0.8805927204718746,False,False,False,False,False,False,False,False,False,0.840677966101695,0.10149687199587891,0.7564496882687815,23.0
89,0.3476385594134138,0.05476673427991886,0.22499999999999998,2.01,0.4958998705222271,False,False,True,False,False,False,False,False,False,0.3355932203389833,0.1111976979482648,0.3374879190425447,426.0
90,0.1756164186614909,0.5841784989858011,0.9249999999999998,0.37,0.45101424255502803,False,False,True,False,False,False,False,False,False,0.8915254237288135,0.006078082827419302,0.6344883091085816,92.0
91,0.7654374236215943,0.6267748478701824,0.7125,0.62,0.06401956553013949,False,False,False,False,False,False,False,False,False,0.8067796610169493,0.022024812037643147,0.6196081842656638,109.0
92,0.37423621594421674,0.9776876267748478,0.16250000000000003,2.92,0.7679470579772694,False,False,False,False,False,False,False,True,False,0.027118644067796627,0.00667080428340637,0.3026781265984573,451.0
93,0.6693983178779382,0.4766734279918864,0.012500000000000011,1.09,0.4907207596029349,False,False,False,False,False,False,False,False,False,0.6474576271186439,0.02572448718263826,0.4311081381697325,332.0
94,0.5854359859104304,0.4401622718052738,0.6124999999999999,0.99,0.10775427995971804,False,False,False,False,False,False,False,False,True,0.6813559322033895,0.024608682007091532,0.5219988355203986,226.0
95,0.31838113722953054,0.9858012170385394,0.22499999999999998,1.05,0.5226586102719033,False,False,True,False,False,False,False,False,False,0.6610169491525424,0.005607821874064925,0.41688124364989887,353.0
96,0.2513119114369923,0.8722109533468559,0.1375,0.1,0.6896849374190763,False,False,False,True,False,False,False,False,False,0.9830508474576272,0.005159786820660919,0.4877776772074701,273.0
97,0.3957299978434332,0.8640973630831642,0.9375,1.38,0.9769817292475904,False,False,False,False,False,False,False,False,False,0.5491525423728816,0.008157115974641855,0.7128669809035968,45.0
98,0.6875853641003522,0.44827586206896547,0.9125000000000001,1.95,0.0004315925766076867,False,False,False,False,False,True,False,False,False,0.35593220338983045,0.0281025616088863,0.5347157103878672,199.0
99,0.3340521889152469,0.563894523326572,0.625,1.4,0.8136958710976838,False,False,False,True,False,False,False,False,False,0.5423728813559321,0.011242364851363509,0.5693454417873315,153.0
100,0.2723024944288692,0.5598377281947261,0.675,1.09,0.8569989929506545,True,False,False,False,False,False,False,False,False,0.6474576271186439,0.009408843386474408,0.6038398289770092,122.0
101,0.7484724318884335,0.28803245436105473,0.7749999999999999,1.31,0.8085167601783918,True,False,False,False,False,False,False,False,False,0.5728813559322035,0.0474767840260959,0.7245417989908376,38.0
102,0.21148731219897918,0.768762677484787,0.3125,2.21,0.7447849230326571,False,False,False,False,True,False,False,False,False,0.26779661016949197,0.005123307255379742,0.3625279651986492,406.0
103,0.1801452088275465,0.5415821501014199,0.275,1.51,0.7342828370018701,False,True,False,False,False,False,False,False,False,0.5050847457627121,0.006800856072565855,0.4006640560479387,368.0
104,0.6752929336496296,0.8012170385395536,0.07500000000000001,0.73,0.2041432887354338,False,False,False,False,False,True,False,False,False,0.7694915254237289,0.015021399947156145,0.4245247725154264,342.0
105,0.7122421105599883,0.5537525354969574,0.30000000000000004,2.51,0.4334628111063156,False,False,True,False,False,False,False,False,False,0.1661016949152545,0.02337570973941569,0.3962785135900739,373.0
106,0.09776435914024872,0.026369168356997964,0.0625,1.16,0.7734138972809668,False,False,False,False,False,False,False,False,False,0.6237288135593224,0.07866624548632419,0.35380607263108615,411.0
107,0.2002731651211271,0.4300202839756592,0.4,0.48,0.7295353186591857,False,False,False,False,False,False,True,False,False,0.8542372881355935,0.009686856485700024,0.5295346770460173,213.0
108,0.044137732729494644,0.44827586206896547,0.9000000000000001,2.65,0.8138397352898863,False,False,False,False,False,False,True,False,False,0.1186440677966103,0.003204794904043924,0.47346339718950353,297.0
109,0.3049385378477464,0.9290060851926976,0.04999999999999999,1.11,0.07164436771687527,False,False,True,False,False,False,False,False,False,0.6406779661016953,0.005777668358877976,0.2657329995307355,463.0
110,0.3365681834519445,0.793103448275862,0.75,1.42,0.07797439217378793,True,False,False,False,False,False,False,False,False,0.535593220338983,0.007692821613522371,0.45863522938248946,311.0
111,0.8945438861332756,0.7221095334685598,0.45000000000000007,1.75,0.1979571284707236,False,False,False,False,False,True,False,False,False,0.42372881355932224,0.02211304287111417,0.5041596006172943,252.0
112,0.5686147652936524,0.6064908722109532,0.9000000000000001,2.69,0.5997698172924759,False,False,True,False,False,False,False,False,False,0.10508474576271176,0.017125375660941276,0.5583788412225863,169.0
113,0.988426425131191,0.1764705882352941,0.5750000000000001,0.18,0.7878003165012228,False,False,False,False,True,False,False,False,False,0.9559322033898305,0.09905947543890416,0.8161497204305,9.0
114,0.5277118826827689,0.740365111561866,0.15000000000000002,1.68,0.21320673284419506,False,False,False,False,False,False,False,True,False,0.4474576271186441,0.012857139467867517,0.3314337240191923,432.0
115,0.8477463877507008,0.817444219066937,0.26249999999999996,2.95,0.9296504100129477,False,False,False,False,False,False,False,True,False,0.016949152542372836,0.01840331408043491,0.4808539670758579,284.0
116,0.7054848680900005,0.6490872210953346,0.21250000000000002,2.25,0.9797151488994389,True,False,False,False,False,False,False,False,False,0.25423728813559343,0.01961826671358363,0.4996235688362863,259.0
117,0.00021565667457407178,0.9350912778904664,0.8625,2.2,0.5154654006617754,False,False,False,False,False,False,False,False,True,0.27118644067796627,0.0,0.42969360447049015,335.0
118,0.02932930774207461,0.7626774847870181,0.42500000000000004,0.57,0.7013379369874839,False,True,False,False,False,False,False,False,False,0.8237288135593221,0.0009862293235610082,0.481032117722846,283.0
119,0.4008338724750198,0.6977687626774847,0.0,2.34,0.8978564235361819,True,False,False,False,False,False,False,False,False,0.22372881355932206,0.010529857185157487,0.33571195621582184,427.0
120,0.5267773704262813,0.09330628803245435,0.36250000000000004,2.73,0.1750827219105165,False,False,False,False,False,True,False,False,False,0.09152542372881367,0.10030689812506961,0.298342242920877,453.0
121,0.19897922507368268,0.11967545638945232,0.625,2.85,0.035534455474032556,False,False,False,False,False,False,False,False,True,0.05084745762711895,0.03566460324098482,0.2570635617700069,471.0
122,0.44339012292430446,0.8296146044624746,0.42500000000000004,1.07,0.6748669256222126,False,False,False,False,True,False,False,False,False,0.6542372881355933,0.009558326218833927,0.536880237889417,195.0
123,0.3117676658759254,0.9066937119675456,0.4,2.13,0.5495612142137822,False,False,False,False,False,False,False,False,True,0.29491525423728815,0.0060849525238526395,0.38158297287105986,387.0
124,0.4623679102868232,0.10141987829614604,0.95,0.42,0.12717594590706377,False,True,False,False,False,False,False,False,False,0.8745762711864407,0.08293778971630375,0.6446712345497287,83.0
125,0.8720437064193802,0.9898580121703853,0.9375,1.18,0.48079413034095814,False,False,False,False,False,False,True,False,False,0.6169491525423729,0.0154237995639046,0.7496570408086299,27.0
126,0.5733592121342821,0.9452332657200809,0.5125,0.62,0.8490864623795138,False,False,False,False,False,True,False,False,False,0.8067796610169493,0.010650743288981529,0.6686020107637105,66.0
127,0.5401480842498741,0.9513184584178498,0.625,2.52,0.0031650122284562765,True,False,False,False,False,False,False,False,False,0.16271186440677976,0.009960349604353538,0.3638479896098547,405.0
128,0.074617209402631,0.32048681541582147,0.95,0.08,0.8236225003596604,False,False,False,True,False,False,False,False,False,0.9898305084745767,0.006615262006104808,0.7158364295412339,42.0
129,0.42786284235497074,0.588235294117647,0.8625,1.86,0.531290461804057,False,False,True,False,False,False,False,False,False,0.3864406779661018,0.013512645633468932,0.5685839724410795,156.0
130,0.7452375817698224,0.3265720081135902,0.25,1.98,0.6081139404402245,False,False,False,True,False,False,False,False,False,0.3457627118644071,0.041743111344404074,0.46937286149660223,300.0
131,0.3854503630220688,0.537525354969574,0.8875,2.82,0.21478923895842333,False,False,False,True,False,False,False,False,False,0.0610169491525423,0.013515872920168018,0.42082467583533745,349.0
132,0.1416145496369779,0.012170385395537523,0.7125,1.72,0.7952812544957562,False,False,False,False,True,False,False,False,False,0.4338983050847456,0.15748230934633478,0.5166844645795821,234.0
133,0.7932571346416503,0.6957403651115618,0.7749999999999999,1.25,0.6473888649115236,False,True,False,False,False,False,False,False,False,0.593220338983051,0.020440592049680583,0.70859714138848,47.0
134,0.32025016174250587,0.17038539553752532,0.4125000000000001,0.76,0.40483383685800606,False,False,False,False,False,True,False,False,False,0.7593220338983055,0.03719780767044929,0.4746098162818041,295.0
135,0.09381065343972395,0.14401622718052737,0.4125000000000001,1.6,0.27909653287296793,False,False,True,False,False,False,False,False,False,0.47457627118644075,0.017887724565171705,0.3216660377311348,438.0
136,0.6199410538422829,0.2515212981744422,0.7874999999999999,1.33,0.3552006905481226,False,False,False,False,False,False,False,True,False,0.5661016949152544,0.045563243031635114,0.6038008252990088,123.0
137,0.02781971102005605,0.06085192697768761,0.26249999999999996,1.8,0.08387282405409296,False,False,False,True,False,False,False,False,False,0.4067796610169494,0.023780245147548684,0.20417440782006996,485.0
138,0.06936956365466176,0.32860040567951315,0.8125,2.8,0.24384980578334053,False,False,False,False,True,False,False,False,False,0.06779661016949179,0.00614949282403978,0.32681150461270647,436.0
139,0.5604916972180288,0.4766734279918864,0.45000000000000007,2.81,0.38800172637030644,False,False,False,False,True,False,False,False,False,0.06440677966101704,0.021755220456312764,0.3688249644938228,398.0
140,0.010279634821364375,0.41582150101419874,0.9375,1.06,0.7803193785066898,False,False,False,True,False,False,False,False,False,0.6576271186440681,0.0021463114694667764,0.6042905640676961,120.0
141,0.34052188915246917,0.14401622718052737,0.7125,2.11,0.6883901596892532,False,True,False,False,False,False,False,False,False,0.30169491525423764,0.04603078007539013,0.5119822330395274,239.0
142,0.02954496441664868,0.48275862068965514,0.525,1.64,0.1594015249604374,False,False,False,False,True,False,False,False,False,0.4610169491525422,0.002356999707576992,0.3120207833843852,443.0
143,0.05441736755085902,0.6328600405679513,0.7125,1.86,0.6479643216803337,False,False,True,False,False,False,False,False,False,0.3864406779661018,0.0021642193383651777,0.45355737571530697,316.0
144,0.14679030982675578,0.5152129817444219,0.875,0.59,0.46122860020140993,False,False,False,False,False,False,False,False,True,0.8169491525423727,0.006085252738011155,0.5956805856325641,132.0
145,0.33779023794119756,0.6937119675456389,0.6625,2.49,0.8475039562652855,False,False,False,False,True,False,False,False,False,0.1728813559322031,0.009007318296776971,0.49591868972140724,261.0
146,0.4257781611674214,0.6064908722109532,0.15000000000000002,1.55,0.2942022730542368,False,False,False,False,False,False,False,False,False,0.4915254237288136,0.013011864111008234,0.3331663508349061,430.0
147,0.862986126087269,0.8154158215010141,0.7250000000000001,0.23,0.005898431880304977,False,False,False,False,False,True,False,False,False,0.9389830508474577,0.018779997799049045,0.6691719806097427,65.0
148,0.6085831356480481,0.0,0.475,1.64,0.5603510286289743,False,False,True,False,False,False,False,False,False,0.4610169491525422,1.0,0.5219702269259424,227.0
149,0.6514988138882897,0.06085192697768761,0.30000000000000004,1.5,0.40958135520069056,False,False,False,False,False,True,False,False,False,0.5084745762711864,0.17595118952491565,0.4619096185800071,307.0
150,0.06153403781180358,0.993914807302231,0.04999999999999999,0.64,0.4208027621924904,False,False,False,False,False,True,False,False,False,0.7999999999999998,0.0010026385345107587,0.3145440618914489,441.0
151,0.09848321472216229,0.5862068965517241,0.9125000000000001,1.95,0.6643648395914257,False,False,True,False,False,False,False,False,False,0.35593220338983045,0.0037560157473035855,0.5202268224462834,231.0
152,0.07835525842858168,0.0892494929006085,0.0,2.87,0.060422960725075525,False,False,False,False,True,False,False,False,False,0.04406779661016946,0.025600824219283433,0.042690355904702895,500.0
153,0.5456832722306088,0.4989858012170385,0.08750000000000002,0.09,0.060422960725075525,False,False,False,False,True,False,False,False,False,0.9864406779661015,0.020227284613940265,0.42136557969419264,348.0
154,0.4330386025447486,0.38133874239350907,0.475,2.94,0.36210617177384546,False,False,False,False,True,False,False,False,False,0.02033898305084758,0.021600128560544943,0.3282656307536681,435.0
