material_id,material_name,material_type,strength_kg,weight_g_per_m2,biodegradability_score,co2_emission_kg_per_kg,recyclability_percent,cost_kg,water_resistance_score,cost_efficiency_index,sustainability_score,material_suitability
68,Recycled_Polyester,Textile,0.4262295081967213,0.34177215189873417,0.4065934065934066,0.47530864197530864,0.5238095238095237,0.40909090909090917,0.7,1.0416397303245726,0.4534798534798534,0.6887438042177412
69,Strawboard_Fiber,Fiber,0.19672131147540983,0.12658227848101267,0.901098901098901,0.12345679012345684,0.8888888888888888,0.09999999999999999,0.4,1.9652478668872113,0.8962148962148961,1.3238280844838224
70,Areca_Fiber_Panel,Natural,0.2459016393442623,0.16455696202531644,0.9670329670329668,0.0617283950617284,0.8730158730158728,0.13636363636363635,0.4,1.801957253205573,0.9294261294261292,1.2784385789379067
71,Waxed_Paper,Fiber,0.180327868852459,0.10126582278481014,0.846153846153846,0.16666666666666669,0.9523809523809523,0.09090909090909093,0.7,1.9814269876905888,0.8886446886446885,1.3257576082630487
72,Glass_Fiber_Composite,Composite,0.7540983606557378,0.6962025316455697,0.13186813186813187,0.6296296296296298,0.31746031746031744,0.5454545454545454,0.9,1.3822602468236016,0.2061050061050061,0.6765671023924443
73,Thermocol_Alternative_Starch,Foam,0.14754098360655737,0.11392405063291139,0.9560439560439559,0.037037037037037056,0.8730158730158728,0.10909090909090909,0.3,1.351220397695555,0.9228327228327227,1.0941877927778556
74,Corn_Husk_Fiber,Natural,0.1639344262295082,0.12658227848101267,0.9890109890109889,0.030864197530864203,0.984126984126984,0.07272727272727271,0.3,2.2510032312128208,0.9870573870573869,1.4926357247195603
75,Lotus_Stalk_Fiber,Fiber,0.19672131147540983,0.16455696202531644,0.9780219780219778,0.0740740740740741,0.8412698412698412,0.10909090909090909,0.3,1.8016271969274067,0.9233211233211231,1.2746435527636364
76,Recycled_Tyre_Rubber,Rubber,1.0,1.0,0.0769230769230769,0.9382716049382718,0.0793650793650793,1.0000000000000002,0.9,0.9999000099989999,0.07789987789987786,0.4466999307395267
77,Clay_Paper,Composite,0.2622950819672131,0.2911392405063291,0.6813186813186811,0.2592592592592593,0.6349206349206349,0.27272727272727276,0.6,0.9613961219683927,0.6627594627594626,0.7822141264430347
78,Mango_Seed_Polymer,Natural,0.31147540983606553,0.2151898734177215,0.901098901098901,0.12345679012345684,0.7142857142857142,0.18181818181818182,0.4,1.7121730589159567,0.8263736263736263,1.1806933993905584
79,Corn_Kernel_Polymer,Plastic,0.32786885245901637,0.1518987341772152,0.923076923076923,0.1049382716049383,0.7619047619047619,0.16363636363636364,0.3,2.002419286574416,0.8586080586080586,1.3161325497946015
80,Coffee_Ground_Film,Natural,0.2459016393442623,0.11392405063291139,0.9560439560439559,0.0617283950617284,0.9047619047619047,0.13636363636363635,0.3,1.801957253205573,0.9355311355311353,1.2821015826009103
81,Avocado_Seed_Plastic,Natural,0.31147540983606553,0.17721518987341772,0.934065934065934,0.08641975308641978,0.857142857142857,0.14545454545454545,0.4,2.1399222460787715,0.9032967032967032,1.3979469204095305
82,Recycled_Clayboard,Composite,0.360655737704918,0.31645569620253167,0.6263736263736263,0.2901234567901235,0.5238095238095237,0.3181818181818182,0.6,1.1331333337391385,0.5853479853479853,0.8044621247044466
83,Recycled_Foam,Foam,0.3442622950819672,0.3924050632911392,0.2417582417582417,0.44444444444444453,0.31746031746031744,0.5454545454545454,0.8,0.6310318518107746,0.27203907203907196,0.41563618394775304
84,Cane_Fiber_Film,Natural,0.21311475409836061,0.1518987341772152,0.9560439560439559,0.08024691358024694,0.8730158730158728,0.10909090909090909,0.3,1.9517627966713569,0.9228327228327227,1.3344047523681764
85,Leaf_Molded_Bowl,Natural,0.14754098360655737,0.08860759493670886,0.9999999999999999,0.024691358024691364,0.9999999999999998,0.045454545454545456,0.3,3.2387763314151488,0.9999999999999998,1.8955105325660595
86,Sunflower_Stem_Fiber,Natural,0.180327868852459,0.11392405063291139,0.9780219780219778,0.0740740740740741,0.9523809523809523,0.09090909090909093,0.3,1.9814269876905888,0.9677655677655675,1.373230135735576
87,Coir_Board,Natural,0.32786885245901637,0.2658227848101266,0.901098901098901,0.15432098765432103,0.6349206349206349,0.22727272727272724,0.5,1.4419884758902806,0.7946275946275946,1.053571947132669
88,Ragi_Husk_Fiber,Natural,0.22950819672131145,0.16455696202531644,0.9560439560439559,0.08024691358024694,0.857142857142857,0.13636363636363635,0.4,1.6818267696585347,0.9164835164835163,1.2226208177535236
89,Chia_Seed_Film,Natural,0.19672131147540983,0.08860759493670886,0.9890109890109889,0.024691358024691364,0.984126984126984,0.045454545454545456,0.3,4.318368441886864,0.9870573870573869,2.3195818089891778
90,Neem_Wood_Sheet,Wood,0.45901639344262296,0.5949367088607596,0.5714285714285713,0.2901234567901235,0.5555555555555556,0.36363636363636365,0.6,1.2619480462544932,0.565079365079365,0.8438268375494162
91,Jowar_Husk_Panel,Natural,0.2622950819672131,0.24050632911392406,0.923076923076923,0.12962962962962965,0.7936507936507935,0.18181818181818182,0.5,1.4418299443502793,0.8713064713064712,1.0995158605239945
92,Millet_Strawboard,Natural,0.2786885245901639,0.2658227848101266,0.901098901098901,0.1358024691358025,0.7460317460317458,0.2,0.5,1.3927462498259067,0.839072039072039,1.060541723373586
93,Cocoa_Husk_Compostable,Natural,0.22950819672131145,0.189873417721519,0.9670329670329668,0.08641975308641978,0.8730158730158728,0.16363636363636364,0.4,1.401693500602091,0.9294261294261292,1.118333077896514
94,Lupin_Protein_Film,Natural,0.180327868852459,0.10126582278481014,0.9890109890109889,0.024691358024691364,0.9682539682539681,0.09090909090909093,0.3,1.9814269876905888,0.9807081807081806,1.380995703501144
95,Peanut_Shell_Plastic,Natural,0.31147540983606553,0.2151898734177215,0.901098901098901,0.1358024691358025,0.7142857142857142,0.2,0.4,1.556598749805425,0.8263736263736263,1.1184636757463458
96,Recycled_Magazine_Paper,Fiber,0.13114754098360654,0.08860759493670886,0.879120879120879,0.16666666666666669,0.9047619047619047,0.09090909090909093,0.4,1.441037809229519,0.8893772893772893,1.1100414973181811
97,Cotton_Waste_Fiber,Fiber,0.1639344262295082,0.11392405063291139,0.901098901098901,0.12345679012345684,0.9365079365079365,0.07272727272727271,0.4,2.2510032312128208,0.9152625152625152,1.4495588016426375
98,Lotus_Fiber_Panel,Natural,0.19672131147540983,0.13924050632911392,0.9670329670329668,0.0740740740740741,0.8730158730158728,0.13636363636363635,0.4,1.4415658025644584,0.9294261294261292,1.1342819986814607
99,Coir_Compostable_Panel,Natural,0.2622950819672131,0.2151898734177215,0.9560439560439559,0.1049382716049383,0.7936507936507935,0.18181818181818182,0.5,1.4418299443502793,0.8910866910866909,1.1113839923921263
100,Sago_Waste_Composite,Composite,0.32786885245901637,0.2658227848101266,0.879120879120879,0.16666666666666669,0.6825396825396826,0.18181818181818182,0.5,1.8022874304378493,0.8004884004884004,1.20120801246818
101,Teak_Wood_Lite,Wood,0.5081967213114754,0.620253164556962,0.5164835164835164,0.3518518518518519,0.39682539682539675,0.4545454545454546,0.7,1.1177868737730159,0.46862026862026857,0.7282869106813675
102,Areca_Biodegradable_Box,Natural,0.21311475409836061,0.16455696202531644,0.9780219780219778,0.0740740740740741,0.9047619047619047,0.11818181818181818,0.4,1.8017541273399176,0.9487179487179485,1.2899324201667361
103,Banana_Pseudo_Stem_Fiber,Natural,0.20491803278688525,0.1518987341772152,0.9890109890109889,0.0617283950617284,0.9365079365079365,0.09090909090909093,0.4,2.251621576921124,0.9680097680097679,1.4814544915743104
104,Recycled_Hard_Plastic,Plastic,0.6721311475409837,0.34177215189873417,0.2417582417582417,0.5679012345679013,0.47619047619047605,0.40909090909090917,0.7,1.6425857285887493,0.33553113553113545,0.858352972754181
105,Recycled_Mixed_Plastics,Plastic,0.5901639344262295,0.31645569620253167,0.1868131868131868,0.6913580246913581,0.23809523809523803,0.4545454545454546,0.8,1.2980750792202764,0.20732600732600728,0.6436256360837149
106,Stone_Composite_Sheet,Composite,0.45901639344262296,0.44303797468354433,0.4065934065934066,0.3827160493827161,0.39682539682539675,0.36363636363636365,0.7,1.2619480462544932,0.4026862026862027,0.7463909401135189
107,Recycled_EPS,Foam,0.180327868852459,0.189873417721519,0.1868131868131868,0.6296296296296298,0.0793650793650793,0.5454545454545454,0.8,0.3305404938056438,0.1438339438339438,0.2185165638226238
108,Hybrid_Paper_Polymer,Composite,0.360655737704918,0.2911392405063291,0.5164835164835164,0.3209876543209877,0.5555555555555556,0.36363636363636365,0.6,0.9915306077713874,0.5321123321123321,0.7158796423759543
109,Corn_Silk_Fiber,Natural,0.1557377049180328,0.10126582278481014,0.9890109890109889,0.030864197530864203,0.9523809523809523,0.09090909090909093,0.3,1.7112323984600544,0.9743589743589742,1.2691083439994064
110,Bio_Wax_Coated_Paper,Natural,0.19672131147540983,0.12658227848101267,0.901098901098901,0.1049382716049383,0.8730158730158728,0.18181818181818182,0.7,1.0813724582627096,0.8898656898656898,0.9664683972244977
111,Coconut_Shell_Panel,Natural,0.3442622950819672,0.31645569620253167,0.846153846153846,0.1975308641975309,0.6349206349206349,0.22727272727272724,0.6,1.5140878996847946,0.7616605616605615,1.0626314968702548
112,Recycled_Office_Paper,Fiber,0.13934426229508196,0.08860759493670886,0.901098901098901,0.1358024691358025,0.9523809523809523,0.10909090909090909,0.4,1.2761525978235797,0.9216117216117216,1.0634280720964648
113,Coconut_Pulp_Sheet,Natural,0.23770491803278687,0.17721518987341772,0.9670329670329668,0.12345679012345684,0.8412698412698412,0.18181818181818182,0.4,1.3066583870674406,0.9167277167277166,1.0726999848636063
114,Hemp_Molded_Panel,Natural,0.31147540983606553,0.2658227848101266,0.89010989010989,0.16666666666666669,0.7142857142857142,0.2090909090909091,0.5,1.488952895657173,0.8197802197802196,1.087449290131001
115,Soy_Protein_Film,Natural,0.19672131147540983,0.11392405063291139,0.9890109890109889,0.030864197530864203,0.9682539682539681,0.07272727272727271,0.3,2.7012038774553844,0.9807081807081806,1.668906459407062
116,Recycled_Woven_Fabric,Textile,0.180327868852459,0.13924050632911392,0.846153846153846,0.14814814814814817,0.8412698412698412,0.16363636363636364,0.4,1.1013306076159286,0.8442002442002441,0.9470523895665179
117,Pulped_Citrus_Fiber,Natural,0.1885245901639344,0.12658227848101267,0.9780219780219778,0.0740740740740741,0.9365079365079365,0.10909090909090909,0.3,1.7265593970554314,0.9614163614163612,1.2674735756719895
118,Recycled_Wood_Fiber,Wood,0.3770491803278688,0.3924050632911392,0.6263736263736263,0.2901234567901235,0.6349206349206349,0.3181818181818182,0.6,1.1846393943636448,0.6297924297924298,0.8517312156209158
119,Coffee_Wood_Composite,Composite,0.360655737704918,0.31645569620253167,0.6813186813186811,0.2592592592592593,0.5555555555555556,0.36363636363636365,0.6,0.9915306077713874,0.6310134310134309,0.7752203017166135
120,Date_Seed_Composite,Natural,0.2786885245901639,0.2151898734177215,0.901098901098901,0.12345679012345684,0.7936507936507935,0.18181818181818182,0.5,1.531944315872172,0.8581196581196581,1.1276495212206636
121,Banana_Peel_Bioplastic,Natural,0.22950819672131145,0.16455696202531644,0.9780219780219778,0.0617283950617284,0.9047619047619047,0.12727272727272726,0.4,1.8018629390724619,0.9487179487179485,1.2899759448597539
122,Groundnut_Shell_Panel,Natural,0.32786885245901637,0.2658227848101266,0.901098901098901,0.14814814814814817,0.7142857142857142,0.2090909090909091,0.5,1.5673188375338665,0.8263736263736263,1.1227517108377223
123,Bio_Soy_Plastic,Plastic,0.360655737704918,0.189873417721519,0.923076923076923,0.08641975308641978,0.6825396825396826,0.18181818181818182,0.4,1.9825161734816341,0.8268620268620268,1.2891236855098698
124,Recycled_Craft_Paper,Fiber,0.1639344262295082,0.11392405063291139,0.879120879120879,0.1358024691358025,0.9682539682539681,0.09090909090909093,0.4,1.8012972615368994,0.9147741147741146,1.2693833734792284
125,Lotus_Seed_Husk_Fiber,Natural,0.21311475409836061,0.1518987341772152,0.9670329670329668,0.06790123456790126,0.8730158730158728,0.13636363636363635,0.4,1.5616962861114962,0.9294261294261292,1.1823341921002761
<<<<<<< HEAD
=======
=======
material_id,material_name,material_type,strength_kg,weight_g_per_m2,biodegradability_score,co2_emission_kg_per_kg,recyclability_percent,cost_kg,water_resistance_score
1,Kraft_Paper,Paper,120,190,0.9,0.7,80,0.12,0.3
2,Corrugated_Carton,Paper,300,200,0.85,0.9,70,0.20,0.4
3,Molded_Pulp,Pulp,200,350,0.95,0.4,90,0.18,0.2
4,PLA_Bioplastic,Plastic,110,30,0.6,1.5,50,0.25,0.5
5,Recycled_PE_Film,Plastic,70,40,0.5,1.3,60,0.15,0.4
6,Bamboo_Fiber,Pulp,250,220,0.92,0.6,85,0.22,0.4
7,Sugarcane_Bagasse,Pulp,180,300,0.95,0.5,90,0.17,0.2
8,Jute_Fiber,Textile,150,350,0.88,0.8,75,0.16,0.4
9,Hemp_Fiber,Textile,170,330,0.9,0.7,80,0.18,0.5
10,Starch_Bioplastic,Plastic,90,50,0.85,1.2,60,0.21,0.3
11,Cornstarch_Packaging,Compostable,80,40,0.95,0.7,65,0.23,0.3
12,Mushroom_Packaging,Compostable,140,250,0.98,0.3,95,0.30,0.2
13,Recycled_Paper_Board,Paper,200,250,0.8,0.9,85,0.14,0.3
14,Recycled_PET_Sheet,Plastic,250,180,0.5,1.4,60,0.19,0.5
15,Bubble_Wrap_Alternative,Paper,40,60,0.9,0.5,75,0.10,0.1
16,Coconut_Coir_Packaging,Biofiber,130,300,0.92,0.6,80,0.20,0.2
17,Seaweed_BioWrap,Compostable,50,25,0.99,0.2,70,0.35,0.2
18,Air_Paper_Pods,Paper,60,70,0.85,0.4,80,0.18,0.1
19,Duplex_Board,Paper,260,210,0.75,1.0,70,0.19,0.3
20,PaperFoam,Compostable,100,150,0.97,0.3,85,0.28,0.2


