strength_kg,weight_g_per_m2,recyclability_percent,water_resistance_score
0.11475409836065574,0.012658227848101264,0.23809523809523803,0.47058823529411764
0.032786885245901634,0.11392405063291139,0.7142857142857142,0.0
0.4262295081967213,0.24050632911392406,0.5238095238095237,0.5882352941176471
0.14754098360655737,0.11392405063291139,0.8730158730158728,0.23529411764705882
0.19672131147540983,0.13924050632911392,0.8730158730158728,0.35294117647058826
0.22950819672131145,0.6962025316455697,0.8730158730158728,0.11764705882352942
0.31147540983606553,0.17721518987341772,0.857142857142857,0.35294117647058826
0.360655737704918,0.2911392405063291,0.5555555555555556,0.5882352941176471
0.3442622950819672,0.31645569620253167,0.6349206349206349,0.5882352941176471
0.32786885245901637,0.24050632911392406,0.8412698412698412,0.35294117647058826
0.2622950819672131,0.1518987341772152,0.9523809523809523,0.23529411764705882
0.21311475409836061,0.1518987341772152,0.8730158730158728,0.23529411764705882
0.2622950819672131,0.24050632911392406,0.6349206349206349,0.47058823529411764
0.14754098360655737,0.08860759493670886,0.9999999999999998,0.23529411764705882
0.4262295081967213,0.3924050632911392,0.47619047619047605,0.823529411764706
0.32786885245901637,0.2658227848101266,0.7142857142857142,0.47058823529411764
0.2459016393442623,0.11392405063291139,0.9047619047619047,0.23529411764705882
0.2622950819672131,0.2151898734177215,0.7936507936507935,0.47058823529411764
0.9180327868852459,0.8227848101265823,0.0,1.0
0.2786885245901639,0.16455696202531644,0.9047619047619047,0.23529411764705882
0.2622950819672131,0.24050632911392406,0.7936507936507935,0.47058823529411764
0.21311475409836061,0.13924050632911392,0.857142857142857,0.35294117647058826
0.19672131147540983,0.08860759493670886,0.984126984126984,0.23529411764705882
0.22950819672131145,0.16455696202531644,0.9047619047619047,0.35294117647058826
0.29508196721311475,0.17721518987341772,0.7936507936507935,0.35294117647058826
1.0,1.0,0.0793650793650793,0.9411764705882353
0.19672131147540983,0.13924050632911392,0.9047619047619047,0.35294117647058826
0.3770491803278688,0.3924050632911392,0.6349206349206349,0.5882352941176471
0.19672131147540983,0.13924050632911392,0.8412698412698412,0.23529411764705882
0.3442622950819672,0.44303797468354433,0.39682539682539675,0.7058823529411764
0.5901639344262295,0.31645569620253167,0.23809523809523803,0.823529411764706
0.2786885245901639,0.3037974683544304,0.6666666666666665,0.5882352941176471
0.5081967213114754,0.189873417721519,0.5555555555555556,0.7058823529411764
0.13934426229508196,0.08860759493670886,0.9523809523809523,0.35294117647058826
0.4262295081967213,0.44303797468354433,0.5555555555555556,0.35294117647058826
0.6229508196721312,0.31645569620253167,0.47619047619047605,0.823529411764706
0.29508196721311475,0.2911392405063291,0.7142857142857142,0.47058823529411764
0.2622950819672131,0.8227848101265823,0.8730158730158728,0.11764705882352942
0.5081967213114754,0.6455696202531646,0.5555555555555556,0.7058823529411764
0.6721311475409837,0.34177215189873417,0.47619047619047605,0.7058823529411764
0.32786885245901637,0.2658227848101266,0.6825396825396826,0.47058823529411764
0.22950819672131145,0.16455696202531644,0.857142857142857,0.35294117647058826
0.31147540983606553,0.2658227848101266,0.7142857142857142,0.47058823529411764
0.19672131147540983,0.16455696202531644,0.8412698412698412,0.23529411764705882
0.32786885245901637,0.2658227848101266,0.6349206349206349,0.47058823529411764
0.3442622950819672,0.3924050632911392,0.31746031746031744,0.823529411764706
0.21311475409836061,0.1518987341772152,0.8730158730158728,0.35294117647058826
0.22950819672131145,0.24050632911392406,0.7936507936507935,0.35294117647058826
0.1639344262295082,0.11392405063291139,0.9682539682539681,0.23529411764705882
0.7540983606557378,0.6962025316455697,0.31746031746031744,0.9411764705882353
0.180327868852459,0.189873417721519,0.0793650793650793,0.823529411764706
0.0,0.08860759493670886,0.6349206349206349,0.0
0.22950819672131145,0.189873417721519,0.8730158730158728,0.35294117647058826
0.180327868852459,0.08860759493670886,0.984126984126984,0.11764705882352942
0.20491803278688525,0.1518987341772152,0.9365079365079365,0.35294117647058826
