Product_ID,Product_Name,Category,Avg_Weight_g,Fragility_Score,Dimension_L_cm,Dimension_W_cm,Dimension_H_cm,Avg_Weight_g_norm,Fragility_Score_norm,top1_Material_ID,top1_Material_Type,top1_Score,top2_Material_ID,top2_Material_Type,top2_Score,top3_Material_ID,top3_Material_Type,top3_Score,top3_mean_score,top1_score,suitability_mean,suitability_max
27,Product_027,Furniture,339.53,0.97,24.87,25.81,11.7,0.19783833925986308,0.9795918367346939,M-0471,Steel,0.9935364708886053,M-1360,Bamboo,0.991586787681099,M-1360,Bamboo,0.991586787681099,0.9922366820836012,0.9935364708886053,0.6384759570199193,0.9935364708886053
195,Product_195,Apparel,541.59,0.34,45.36,5.81,12.11,0.3398361185680755,0.33673469387755106,M-1325,Steel,0.7973204011952739,M-0471,Steel,0.7899353038796683,M-1103,Paper,0.7828401920984988,0.7900319657244803,0.7973204011952739,0.5089355986572809,0.7973204011952739
76,Product_076,Apparel,1107.06,0.5,49.68,49.21,6.37,0.7372204809624872,0.5,M-1325,Steel,0.8451387548275723,M-0471,Steel,0.8416435367708269,M-1360,Bamboo,0.8344614475925157,0.840414579730305,0.8451387548275723,0.4672626965379764,0.8451387548275723
85,Product_085,Apparel,500.92,0.58,31.29,46.82,24.4,0.31125525306047874,0.5816326530612245,M-1325,Steel,0.8690479316437212,M-0471,Steel,0.8674976532164062,M-1360,Bamboo,0.8612061863309978,0.8659172570637085,0.8690479316437212,0.5544184639324498,0.8690479316437212
144,Product_144,Food,486.27,0.43,35.23,27.62,25.23,0.30095995727276564,0.42857142857142855,M-1325,Steel,0.8242182251134417,M-0471,Steel,0.819021184880945,M-1360,Bamboo,0.8110598011963435,0.8180997370635769,0.8242182251134417,0.5305475940357953,0.8242182251134417
166,Product_166,Food,1261.19,0.39,31.55,30.65,11.96,0.8455354256560178,0.3877551020408163,M-1325,Steel,0.8122636367053672,M-0471,Steel,0.8060941266581554,M-1360,Bamboo,0.7976874318271024,0.805348398396875,0.8122636367053672,0.4297827447607555,0.8122636367053672
113,Product_113,Cosmetics,1398.06,0.03,46.97,26.22,19.48,0.941720895585321,0.02040816326530612,M-0278,Wood,0.6869883570415578,M-1325,Steel,0.6863330641535655,M-1103,Paper,0.6802551373076595,0.6845255195009278,0.6869883570415578,0.35218563640469847,0.6869883570415578
148,Product_148,Glassware,778.88,0.05,35.22,29.46,27.2,0.5065918003063993,0.04081632653061225,M-1325,Steel,0.7106496352367332,M-0884,Cotton,0.6997361360938328,M-1103,Paper,0.6979693895571415,0.7027850536292357,0.7106496352367332,0.43203211335668634,0.7106496352367332
197,Product_197,Toys,1102.64,0.86,35.04,46.95,27.68,0.7341143234620305,0.8673469387755102,M-0471,Steel,0.9579870607759337,M-1360,Bamboo,0.9548127719156859,M-1360,Bamboo,0.9548127719156859,0.9558708682024352,0.9579870607759337,0.529107452082797,0.9579870607759337
42,Product_042,Glassware,768.01,0.95,49.4,19.49,20.58,0.49895290165708583,0.9591836734693877,M-0471,Steel,0.9870729417772103,M-1360,Bamboo,0.9849006029964783,M-1360,Bamboo,0.9849006029964783,0.985624715923389,0.9870729417772103,0.5867617481609382,0.9870729417772103
107,Product_107,Books,645.06,0.52,45.99,19.51,24.89,0.4125497196025243,0.5204081632653061,M-1325,Steel,0.8511160490316095,M-0471,Steel,0.8481070658822217,M-1360,Bamboo,0.8411476322771362,0.8467902490636559,0.8511160490316095,0.5277545243468038,0.8511160490316095
44,Product_044,Electronics,1368.51,0.37,21.68,19.74,28.91,0.9209546163684662,0.3673469387755102,M-1325,Steel,0.7950409018966684,M-0471,Steel,0.7916592153392955,M-1360,Bamboo,0.7910012471424821,0.792567121459482,0.7950409018966684,0.4135406679144173,0.7950409018966684
130,Product_130,Cosmetics,790.58,0.25,43.91,12.36,9.22,0.5148139819252555,0.24489795918367346,M-1325,Steel,0.7704225772771062,M-0471,Steel,0.7608494228783916,M-1103,Paper,0.7565009775166983,0.7625909925573987,0.7704225772771062,0.4645107715135275,0.7704225772771062
66,Product_066,Apparel,836.91,0.74,21.87,11.88,17.67,0.5473724156347947,0.7448979591836735,M-0471,Steel,0.9192058861075648,M-1325,Steel,0.9168662852760197,M-1360,Bamboo,0.9146956638079624,0.9169226117305156,0.9192058861075648,0.5418395624963204,0.9192058861075648
188,Product_188,Apparel,855.04,0.18,10.8,23.04,14.18,0.5601132833911932,0.17346938775510204,M-1325,Steel,0.7495020475629757,M-0471,Steel,0.7382270709885098,M-1103,Paper,0.7360149217308534,0.7412480134274463,0.7495020475629757,0.4441636981792999,0.7495020475629757
185,Product_185,Electronics,424.02,0.74,33.5,13.17,22.39,0.2572137345570563,0.7448979591836735,M-0471,Steel,0.9192058861075648,M-1325,Steel,0.9168662852760197,M-1360,Bamboo,0.9146956638079624,0.9169226117305156,0.9192058861075648,0.5902871174622372,0.9192058861075648
179,Product_179,Cosmetics,1408.26,0.81,27.15,37.4,15.9,0.9488889513556059,0.8163265306122449,M-1360,Bamboo,0.9380973102041344,M-1360,Bamboo,0.9380973102041344,M-0489,Aluminum,0.9343133507652456,0.9368359903911715,0.9380973102041344,0.4838301076303529,0.9380973102041344
175,Product_175,Apparel,985.5,0.07,43.81,40.88,2.87,0.6517941221942685,0.06122448979591838,M-1325,Steel,0.7166269294407706,M-1103,Paper,0.7038225483530971,M-0471,Steel,0.7026776608758384,0.7077090462232354,0.7166269294407706,0.4091126184428724,0.7166269294407706
28,Product_028,Apparel,795.64,0.39,44.95,38.64,11.71,0.5183698997877694,0.3877551020408163,M-1325,Steel,0.8122636367053672,M-0471,Steel,0.8060941266581554,M-1360,Bamboo,0.7976874318271024,0.805348398396875,0.8122636367053672,0.48767188862370225,0.8122636367053672
112,Product_112,Electronics,283.77,0.08,23.82,31.8,9.51,0.158652967715639,0.07142857142857144,M-1325,Steel,0.7196155765427892,M-0884,Cotton,0.7078413142954986,M-1103,Paper,0.706749127751075,0.7114020061964542,0.7196155765427892,0.49284028752897074,0.7196155765427892
78,Product_078,Furniture,157.36,0.65,29.92,22.9,20.45,0.06981826870370633,0.653061224489796,M-0471,Steel,0.8901200051062881,M-1325,Steel,0.8899684613578518,M-1360,Bamboo,0.88460783272717,0.8882320997304367,0.8901200051062881,0.6044413844258376,0.8901200051062881
92,Product_092,Books,1084.2,0.04,32.91,24.14,25.96,0.7211556030302605,0.030612244897959186,M-1325,Steel,0.7076609881347146,M-1103,Paper,0.6950428101591636,M-0471,Steel,0.6929823672087461,0.6985620551675414,0.7076609881347146,0.3917317681234534,0.7076609881347146
142,Product_142,Electronics,415.08,0.47,32.28,18.56,17.52,0.2509311444995713,0.4693877551020408,M-1325,Steel,0.8361728135215163,M-0471,Steel,0.8319482431037347,M-1360,Bamboo,0.8244321705655848,0.8308510757302786,0.8361728135215163,0.5452663732578552,0.8361728135215163
101,Product_101,Apparel,95.57,0.05,36.42,28.97,7.82,0.02639531124822555,0.04081632653061225,M-1325,Steel,0.7106496352367332,M-0884,Cotton,0.6997361360938328,M-1103,Paper,0.6979693895571415,0.7027850536292357,0.7106496352367332,0.5091960852911096,0.7106496352367332
122,Product_122,Toys,1349.33,0.71,22.14,13.16,15.65,0.9074758605180677,0.7142857142857143,M-0471,Steel,0.9063659857530119,M-1360,Bamboo,0.9046663867810317,M-1360,Bamboo,0.9046663867810317,0.9052329197716918,0.9063659857530119,0.4737074503007908,0.9063659857530119
176,Product_176,Cosmetics,302.83,0.32,47.73,11.75,9.34,0.17204739349815176,0.3163265306122449,M-1325,Steel,0.7913431069912366,M-0471,Steel,0.7834717747682736,M-1103,Paper,0.7769870333025432,0.7839339716873511,0.7913431069912366,0.531642436395449,0.7913431069912366
156,Product_156,Books,400.98,0.64,23.16,40.73,12.73,0.24102236152300102,0.6428571428571429,M-1325,Steel,0.8869798142558332,M-0471,Steel,0.8868882405505906,M-1360,Bamboo,0.8812647403848597,0.8850442650637612,0.8869798142558332,0.5757166976679099,0.8869798142558332
190,Product_190,Toys,400.69,0.81,11.84,47.63,24.93,0.24081856385894393,0.8163265306122449,M-0471,Steel,0.9418282379974466,M-1360,Bamboo,0.9380973102041344,M-1360,Bamboo,0.9380973102041344,0.9393409528019051,0.9418282379974466,0.6046971748527654,0.9418282379974466
129,Product_129,Toys,60.08,0.42,7.54,14.07,19.74,0.0014546936710284064,0.4183673469387755,M-1325,Steel,0.821229578011423,M-0471,Steel,0.8157894203252476,M-1360,Bamboo,0.8077167088540335,0.8149119023969013,0.821229578011423,0.5769276078188283,0.821229578011423
139,Product_139,Books,577.26,0.47,25.27,24.76,5.3,0.36490323124710117,0.4693877551020408,M-1325,Steel,0.8361728135215163,M-0471,Steel,0.8319482431037347,M-1360,Bamboo,0.8244321705655848,0.8308510757302786,0.8361728135215163,0.527057007759152,0.8361728135215163
147,Product_147,Toys,933.87,0.64,10.11,22.28,5.83,0.615511110486444,0.6428571428571429,M-1325,Steel,0.8869798142558332,M-0471,Steel,0.8868882405505906,M-1360,Bamboo,0.8812647403848597,0.8850442650637612,0.8869798142558332,0.5126219457620739,0.8869798142558332
38,Product_038,Books,191.62,0.02,41.98,15.91,12.15,0.09389450308507499,0.010204081632653062,M-1325,Steel,0.7016836939306773,M-0884,Cotton,0.691630957892167,M-1103,Paper,0.6891896513632081,0.6941681010620174,0.7016836939306773,0.49259948876010895,0.7016836939306773
67,Product_067,Books,254.34,0.7,17.86,16.07,6.35,0.13797101856666996,0.7040816326530612,M-0471,Steel,0.9062788278847751,M-1325,Steel,0.904911696867945,M-1360,Bamboo,0.9013232944387214,0.904171273063814,0.9062788278847751,0.6014813193788913,0.9062788278847751
182,Product_182,Furniture,214.54,0.7,49.1,29.42,23.59,0.11000154605124457,0.7040816326530612,M-0471,Steel,0.9062788278847751,M-1325,Steel,0.904911696867945,M-1360,Bamboo,0.9013232944387214,0.904171273063814,0.9062788278847751,0.6057259622440585,0.9062788278847751
90,Product_090,Furniture,734.71,0.59,45.06,13.42,8.81,0.47555130781880284,0.5918367346938775,M-1325,Steel,0.8720365787457399,M-0471,Steel,0.8707294177721037,M-1360,Bamboo,0.8645492786733081,0.869105091730384,0.8720365787457399,0.5294296144919565,0.8720365787457399
24,Product_024,Apparel,581.22,0.37,27.25,26.8,13.15,0.3676861234873295,0.3673469387755102,M-1325,Steel,0.8062863425013298,M-0471,Steel,0.7996305975467606,M-1103,Paper,0.7916199302924323,0.7991789567801743,0.8062863425013298,0.5095812681149791,0.8062863425013298
162,Product_162,Toys,966.84,0.64,14.58,19.03,18.89,0.6386807966380413,0.6428571428571429,M-1325,Steel,0.8869798142558332,M-0471,Steel,0.8868882405505906,M-1360,Bamboo,0.8812647403848597,0.8850442650637612,0.8869798142558332,0.5085028600900072,0.8869798142558332
91,Product_091,Furniture,223.41,0.03,25.5,19.57,22.22,0.11623494356912958,0.02040816326530612,M-1325,Steel,0.7046723410326959,M-0884,Cotton,0.6943326839593889,M-1103,Paper,0.692116230761186,0.6970404185844236,0.7046723410326959,0.49064686738370394,0.7046723410326959
50,Product_050,Food,318.04,0.85,8.76,27.43,18.67,0.18273622960266486,0.8571428571428571,M-0471,Steel,0.9547552962202362,M-1360,Bamboo,0.9514696795733758,M-1360,Bamboo,0.9514696795733758,0.9525648851223293,0.9547552962202362,0.6202685398858084,0.9547552962202362
35,Product_035,Food,1450.17,0.2,8.78,9.82,15.95,0.9783412275646883,0.19387755102040816,M-1360,Bamboo,0.7314332733675799,M-1360,Bamboo,0.7314332733675799,M-0278,Wood,0.7288007221304311,0.7305557562885303,0.7314332733675799,0.37506003165285584,0.7314332733675799
100,Product_100,Books,206.44,0.09,49.38,26.65,4.39,0.1043092664689595,0.0816326530612245,M-1325,Steel,0.7226042236448078,M-0884,Cotton,0.7105430403627205,M-1103,Paper,0.7096757071490529,0.7142743237188603,0.7226042236448078,0.5027668856182894,0.7226042236448078
196,Product_196,Apparel,556.35,0.93,26.33,44.25,4.56,0.3502087169180172,0.9387755102040817,M-0471,Steel,0.9806094126658155,M-1360,Bamboo,0.9782144183118581,M-1360,Bamboo,0.9782144183118581,0.9790127497631772,0.9806094126658155,0.6077526429705558,0.9806094126658155
9,Product_009,Electronics,921.62,0.01,45.74,27.65,14.62,0.606902416056445,0.0,M-1325,Steel,0.6986950468286587,M-1103,Paper,0.6862630719652302,M-0471,Steel,0.6832870735416539,0.6894150641118476,0.6986950468286587,0.4068638667312119,0.6986950468286587
106,Product_106,Cosmetics,411.47,0.98,12.32,49.55,26.99,0.24839421495734307,0.9897959183673469,M-0471,Steel,0.9967682354443025,M-1360,Bamboo,0.9949298800234093,M-1360,Bamboo,0.9949298800234093,0.995542665163707,0.9967682354443025,0.6325031328134593,0.9967682354443025
183,Product_183,Furniture,1390.81,0.63,27.17,16.33,4.98,0.936625953983893,0.6326530612244898,M-1360,Bamboo,0.8779216480425495,M-1360,Bamboo,0.8779216480425495,M-0489,Aluminum,0.8750775709791356,0.8769736223547447,0.8779216480425495,0.4552059239916116,0.8779216480425495
193,Product_193,Books,1355.61,0.37,13.18,27.76,9.62,0.9118891340707529,0.3673469387755102,M-1325,Steel,0.7982390130356138,M-0471,Steel,0.7948898753016668,M-1360,Bamboo,0.7910012471424821,0.7947100451599209,0.7982390130356138,0.4150623983905113,0.7982390130356138
75,Product_075,Toys,1074.94,0.51,28.75,23.47,2.71,0.714648132791747,0.5102040816326531,M-1325,Steel,0.8481274019295909,M-0471,Steel,0.8448753013265243,M-1360,Bamboo,0.8378045399348258,0.8436024143969804,0.8481274019295909,0.47291927590038707,0.8481274019295909
128,Product_128,Glassware,1298.06,0.61,17.3,40.79,17.17,0.8714458390139005,0.6122448979591837,M-1325,Steel,0.8780138729497772,M-0471,Steel,0.8771929468834984,M-1360,Bamboo,0.8712354633579288,0.8754807610637347,0.8780138729497772,0.46278755923615134,0.8780138729497772
6,Product_006,Food,276.19,0.01,45.3,25.74,22.62,0.15332611842752533,0.0,M-1325,Steel,0.6986950468286587,M-0884,Cotton,0.688929231824945,M-1103,Paper,0.6862630719652302,0.6912957835396113,0.6986950468286587,0.481717627077593,0.6986950468286587
124,Product_124,Cosmetics,209.58,0.28,42.9,38.35,24.4,0.10651590324530213,0.2755102040816327,M-1325,Steel,0.779388518583162,M-0471,Steel,0.7705447165454838,M-1103,Paper,0.7652807157106318,0.7717379836130925,0.779388518583162,0.5347609676007394,0.779388518583162
41,Product_041,Books,226.96,0.94,8.82,5.9,2.37,0.11872970807741501,0.9489795918367346,M-0471,Steel,0.9838411772215129,M-1360,Bamboo,0.9815575106541684,M-1360,Bamboo,0.9815575106541684,0.9823187328432832,0.9838411772215129,0.6452267102218424,0.9838411772215129
57,Product_057,Food,178.31,0.94,5.51,17.77,3.02,0.0845408930554189,0.9489795918367346,M-0471,Steel,0.9838411772215129,M-1360,Bamboo,0.9815575106541684,M-1360,Bamboo,0.9815575106541684,0.9823187328432832,0.9838411772215129,0.6509660242835276,0.9838411772215129
74,Product_074,Glassware,1232.42,0.91,45.1,28.6,13.44,0.8253172918804201,0.9183673469387755,M-0471,Steel,0.9741458835544207,M-1360,Bamboo,0.9715282336272374,M-1360,Bamboo,0.9715282336272374,0.9724007836029651,0.9741458835544207,0.5218352016223077,0.9741458835544207
54,Product_054,Food,1347.5,0.32,45.79,38.54,27.15,0.9061898269828108,0.3163265306122449,M-1325,Steel,0.7853391321389055,M-0471,Steel,0.7807952034083694,M-1103,Paper,0.7769870333025432,0.7810404562832726,0.7853391321389055,0.40750895476272886,0.7853391321389055
95,Product_095,Books,1167.9,0.13,25.87,10.17,20.71,0.7799758253805396,0.12244897959183675,M-1325,Steel,0.7345588120528824,M-0471,Steel,0.7220682482100228,M-1103,Paper,0.7213820247409641,0.726003028334623,0.7345588120528824,0.3968345397911822,0.7345588120528824
20,Product_020,Books,472.28,0.85,38.86,38.67,11.39,0.2911284768584239,0.8571428571428571,M-0471,Steel,0.9547552962202362,M-1360,Bamboo,0.9514696795733758,M-1360,Bamboo,0.9514696795733758,0.9525648851223293,0.9547552962202362,0.6036827911319227,0.9547552962202362
168,Product_168,Food,320.45,0.91,24.69,44.45,10.32,0.18442985846603607,0.9183673469387755,M-0471,Steel,0.9741458835544207,M-1360,Bamboo,0.9715282336272374,M-1360,Bamboo,0.9715282336272374,0.9724007836029651,0.9741458835544207,0.630233095695749,0.9741458835544207
102,Product_102,Glassware,972.8,0.53,29.12,7.33,2.74,0.642869190009698,0.5306122448979592,M-1325,Steel,0.8541046961336279,M-0471,Steel,0.8513388304379191,M-1360,Bamboo,0.8444907246194464,0.8499780837303312,0.8541046961336279,0.4890258038673806,0.8541046961336279
194,Product_194,Food,968.0,0.78,20.56,32.52,18.53,0.6394959872942698,0.7857142857142857,M-0471,Steel,0.9321329443303544,M-1325,Steel,0.9288208736840943,M-1360,Bamboo,0.9280680331772037,0.9296739503972175,0.9321329443303544,0.5321988097196382,0.9321329443303544
52,Product_052,Furniture,1173.94,0.39,30.13,29.17,23.0,0.7842204387974533,0.3877551020408163,M-1325,Steel,0.8122636367053672,M-0471,Steel,0.8060941266581554,M-1360,Bamboo,0.7976874318271024,0.805348398396875,0.8122636367053672,0.4403764479171304,0.8122636367053672
71,Product_071,Cosmetics,1169.75,0.81,5.55,12.8,12.45,0.7812759139271108,0.8163265306122449,M-0471,Steel,0.9418282379974466,M-1360,Bamboo,0.9380973102041344,M-1360,Bamboo,0.9380973102041344,0.9393409528019051,0.9418282379974466,0.5124103732397973,0.9418282379974466
119,Product_119,Furniture,1344.21,0.16,49.43,10.59,23.38,0.903877777621611,0.15306122448979592,M-1325,Steel,0.7383570573656302,M-1103,Paper,0.7301617629348975,M-0471,Steel,0.7299317606166924,0.7328168603057401,0.7383570573656302,0.38065147725157944,0.7383570573656302
77,Product_077,Electronics,1168.34,0.8,8.32,10.04,22.05,0.7802850356294537,0.8061224489795918,M-0471,Steel,0.9385964734417491,M-1325,Steel,0.9347981678881315,M-1360,Bamboo,0.9347542178618241,0.9360496197305682,0.9385964734417491,0.5108788173534311,0.9385964734417491
165,Product_165,Furniture,180.92,0.94,20.78,6.51,10.08,0.08637507203193298,0.9489795918367346,M-0471,Steel,0.9838411772215129,M-1360,Bamboo,0.9815575106541684,M-1360,Bamboo,0.9815575106541684,0.9823187328432832,0.9838411772215129,0.6506230681465012,0.9838411772215129
11,Product_011,Electronics,79.85,0.55,19.37,6.77,29.58,0.015348072355198243,0.5510204081632654,M-1325,Steel,0.8600819903376653,M-0471,Steel,0.8578023595493139,M-1360,Bamboo,0.8511769093040671,0.856353753063682,0.8600819903376653,0.5964264503755449,0.8600819903376653
105,Product_105,Books,1365.97,0.73,35.81,7.85,13.8,0.9191696299315522,0.7346938775510204,M-1360,Bamboo,0.9113525714656521,M-1360,Bamboo,0.9113525714656521,M-0471,Steel,0.9086338152948977,0.910446319408734,0.9113525714656521,0.4751454725767999,0.9113525714656521
136,Product_136,Toys,518.64,0.04,47.51,44.47,9.62,0.3237079930849345,0.030612244897959186,M-1325,Steel,0.7076609881347146,M-0884,Cotton,0.6970344100266108,M-1103,Paper,0.6950428101591636,0.6999127361068297,0.7076609881347146,0.46043100934231973,0.7076609881347146
63,Product_063,Glassware,1251.67,0.14,38.57,32.26,16.68,0.8388452402704185,0.1326530612244898,M-1325,Steel,0.737547459154901,M-0471,Steel,0.7253000127657202,M-1103,Paper,0.724308604138942,0.7290520253531878,0.737547459154901,0.3883682839837439,0.737547459154901
56,Product_056,Electronics,1386.72,0.56,27.17,10.74,7.34,0.933751704170122,0.5612244897959184,M-1360,Bamboo,0.8545200016463774,M-1360,Bamboo,0.8545200016463774,M-0489,Aluminum,0.8520414343956484,0.8536938125628012,0.8545200016463774,0.44376330214219756,0.8545200016463774
